SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 15 0 0
2 31 0 0
3 35 0 1
4 36 1 2
5 36 1 2
6 32 1 6
7 28 2 9
8 27 2 10
9 27 2 10
10 26 2 11
11 26 2 11
12 25 3 11
13 24 4 11
14 23 4 12
15 24 4 12
16 23 4 15
17 23 5 16
18 25 5 16
19 27 5 16
20 28 5 16
21 30 5 16
22 30 5 16
23 30 5 16
24 30 5 16
25 29 7 16
26 31 7 16
27 31 7 16
28 31 7 16
29 32 7 16
30 32 7 16
31 31 8 16
32 31 8 16
33 32 8 16
34 32 8 16
35 32 8 16
36 32 8 16
37 32 8 16
38 32 8 16
