SAMPLE PLAYERS SGF
0	0	0.000
1	10	0.000
2	11	0.645
3	12	0.721
4	13	0.683
5	14	0.803
6	15	0.767
7	16	0.720
8	17	0.791
9	18	0.786
10	19	0.800
11	20	0.783
12	21	0.771
13	22	0.794
14	23	0.765
15	24	0.792
16	25	0.796
17	26	0.784
18	27	0.765
19	28	0.763
20	29	0.746
21	30	0.748
22	31	0.738
23	32	0.736
24	33	0.740
25	34	0.744
26	35	0.695
27	36	0.713
28	37	0.699
29	38	0.706
