SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 4 0 0
3 6 0 0
4 10 0 0
5 13 0 0
6 17 0 0
7 20 0 0
8 26 0 0
9 30 0 0
10 35 0 0
11 37 0 1
12 38 0 3
13 36 0 5
14 39 0 6
15 40 0 6
16 42 0 6
17 42 0 6
18 41 0 7
19 43 0 8
20 44 0 9
21 46 0 9
22 47 0 10
23 47 0 11
24 46 1 12
25 47 1 12
26 46 1 13
27 46 1 14
28 45 1 15
29 47 1 15
30 47 1 15
