1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;0;0;0;0;0;0;1;0;0
7;0;0;0;0;0;0;0;0;2;2;0;2
8;0;0;0;0;0;0;0;0;3;1;0;1
9;0;0;1;2;0;1;0;0;3;4;0;3
10;0;0;2;2;0;2;0;0;5;4;0;4
11;0;0;3;2;0;2;0;1;2;4;0;2
12;0;0;0;2;0;0;0;2;3;5;0;3
13;0;0;0;1;0;0;0;3;3;5;0;3
14;0;0;5;4;0;4;0;4;1;4;0;1
15;0;0;3;2;0;2;0;5;4;4;0;4
16;0;0;5;5;0;5;0;6;0;5;0;0
17;0;0;4;4;0;4;0;6;2;4;0;1
18;0;0;4;4;0;4;0;8;3;5;0;3
19;0;0;5;5;0;5;0;9;1;5;0;1
20;0;0;5;5;0;5;0;4;2;4;0;2
21;0;1;5;4;0;4;0;10;2;4;0;2
22;0;2;4;5;0;4;0;11;1;5;0;1
23;0;3;5;5;0;5;0;12;0;5;0;0
24;0;3;5;5;0;5;0;13;4;5;0;4
25;0;5;3;5;0;3;0;14;2;5;0;2
26;0;6;4;5;0;4;0;15;1;5;0;1
27;0;6;5;5;0;5;0;16;3;5;0;3
28;0;7;3;5;0;3;0;17;1;5;0;1
29;0;9;4;4;0;3;0;15;2;4;0;1
30;0;10;4;5;0;4;0;19;2;5;0;2
