1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;0;0;0;0;0;1;0;0;0
7;0;0;1;1;0;1;0;0;2;2;0;2
8;0;0;1;1;0;1;0;0;3;3;0;3
9;0;0;0;0;0;0;0;0;2;4;0;2
10;0;0;0;1;0;0;0;0;1;5;0;1
11;0;0;2;4;0;2;0;0;4;5;0;3
12;0;0;4;4;0;4;0;0;7;6;0;6
13;0;0;3;4;0;3;0;0;7;8;0;7
14;0;0;4;4;0;4;0;0;9;8;0;8
15;0;0;2;4;0;2;0;0;8;8;0;6
16;0;0;4;6;0;4;0;0;9;11;0;9
17;0;0;3;7;0;3;0;0;8;7;0;3
18;0;0;4;9;0;4;0;0;8;13;0;8
19;0;0;8;6;0;6;0;0;14;12;0;12
20;0;0;8;10;0;8;0;0;13;15;0;13
21;0;0;9;10;0;9;0;0;15;16;0;15
22;0;0;4;12;0;4;0;0;9;15;0;7
23;0;0;11;12;0;10;0;0;16;16;0;14
24;0;0;11;10;0;9;0;0;17;15;0;14
25;0;0;13;15;0;13;0;0;18;18;0;16
26;0;0;11;16;0;11;0;0;16;18;0;14
27;0;0;13;14;0;13;0;0;21;18;0;18
28;0;0;4;18;0;4;0;0;9;22;0;8
29;0;0;9;18;0;8;0;0;14;23;0;13
30;0;0;17;17;0;16;0;0;24;22;0;22
