1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;1;0;0;0;0;0;1;0;0
7;0;0;2;2;0;2;0;0;2;2;0;2
8;0;0;3;3;0;3;0;0;3;3;0;3
9;0;0;4;4;0;4;0;0;4;4;0;4
10;0;0;5;4;0;4;0;0;5;4;0;4
11;0;0;5;5;0;5;0;1;5;5;0;5
12;0;0;5;5;0;5;0;2;4;5;0;4
13;0;0;5;5;0;5;0;3;4;5;0;4
14;0;0;4;5;0;4;0;4;4;5;0;4
15;0;0;5;5;0;5;0;4;4;4;0;3
16;0;0;5;5;0;5;0;6;2;5;0;2
17;0;0;5;5;0;5;0;7;4;5;0;4
18;0;0;5;5;0;5;0;8;5;5;0;5
19;0;0;5;5;0;5;0;8;2;5;0;2
20;0;0;4;3;0;2;0;6;0;3;0;0
21;0;1;5;5;0;5;0;11;3;5;0;3
22;0;2;4;5;0;4;0;11;2;5;0;2
23;0;3;4;5;0;4;0;12;2;5;0;2
24;0;4;5;5;0;5;0;12;1;5;0;1
25;0;5;3;5;0;3;0;14;1;5;0;1
26;0;4;5;5;0;5;0;14;3;5;0;3
27;0;7;3;5;0;3;0;15;1;5;0;1
28;0;7;4;4;0;4;0;15;2;4;0;2
29;0;9;3;5;0;3;0;19;2;5;0;2
30;0;9;5;5;0;5;0;19;3;5;0;3
