1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;1;1;0;1;0;0;0;1;0;0
7;0;0;2;2;0;2;0;0;2;2;0;2
8;0;0;0;2;0;0;0;0;0;2;0;0
9;0;0;3;4;0;3;0;0;3;4;0;3
10;0;0;4;4;0;4;0;0;4;1;0;1
11;0;0;4;6;0;4;0;0;3;6;0;3
12;0;0;6;7;0;6;0;0;6;7;0;6
13;0;0;8;7;0;7;0;0;8;7;0;7
14;0;0;9;9;0;9;0;0;8;9;0;8
15;0;0;10;7;0;7;0;0;5;5;0;3
16;0;0;11;11;0;11;0;0;0;11;0;0
17;0;0;11;12;0;11;0;0;5;12;0;5
18;0;0;13;13;0;13;0;0;4;13;0;4
19;0;0;8;14;0;8;0;0;6;11;0;5
20;0;0;8;12;0;6;0;0;4;12;0;2
21;0;0;13;15;0;12;0;0;12;11;0;7
22;0;0;13;17;0;13;0;0;6;17;0;6
23;0;0;17;14;0;13;0;0;17;14;0;13
24;0;0;18;18;0;17;0;0;18;16;0;16
25;0;0;20;19;0;19;0;0;20;19;0;19
26;0;0;20;20;0;19;0;0;15;20;0;14
27;0;0;21;22;0;21;0;0;14;22;0;14
28;0;0;22;23;0;22;0;0;21;18;0;17
29;0;0;18;24;0;18;0;0;16;24;0;16
30;0;0;25;23;0;23;0;0;25;20;0;20
