SAMPLE PLAYERS SGF
0	0	0.000
1	10	0.000
2	11	0.645
3	12	0.682
4	13	0.683
5	14	0.818
6	15	0.767
7	16	0.726
8	17	0.750
9	18	0.758
10	19	0.745
11	20	0.742
12	21	0.730
13	22	0.726
14	23	0.705
15	24	0.691
16	25	0.712
17	26	0.705
18	27	0.681
19	28	0.686
20	29	0.675
21	30	0.672
22	31	0.669
23	32	0.661
24	33	0.656
25	34	0.654
26	35	0.647
27	36	0.652
28	37	0.659
29	38	0.662
