SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 10 0 0
4 13 0 0
5 17 0 0
6 23 0 0
7 28 0 0
8 33 0 0
9 37 0 0
10 40 0 2
11 45 0 3
12 49 0 3
13 50 0 5
14 50 0 8
15 54 0 9
16 52 0 12
17 53 0 15
18 57 0 15
19 58 0 18
20 56 0 21
21 56 0 25
22 58 0 26
23 59 0 28
24 61 0 31
25 60 0 34
26 59 0 36
27 58 0 40
28 60 0 41
29 59 0 43
30 59 0 47
