ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
23 192.168.0.200 playerVirtual4_1429160667 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_47d9addbe0 1 1 2048 20 2018-02-16 21:55:31 NULL
24 192.168.0.200 playerVirtual8_3338010893 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual8_3338010893 0 1 512 1 2018-02-16 21:55:32 2018-02-16 21:55:32
25 192.168.0.200 playerVirtual2_82730999 playerVirtual2 192.168.0.200 playerVirtual13 playerVirtual13_e7625459c6 3 1 512 1 2018-02-16 21:55:36 2018-02-16 23:47:24
26 192.168.0.200 playerVirtual13_351652724 playerVirtual13 192.168.0.200 playerVirtual2 playerVirtual2_ba90677a30 1 1 2048 20 2018-02-16 21:55:38 NULL
27 192.168.0.200 playerVirtual3_6571218 playerVirtual3 192.168.0.200 playerVirtual6 playerVirtual6_79cafcfada 2 1 2048 20 2018-02-16 21:55:39 2018-02-17 04:49:41
28 192.168.0.200 playerVirtual6_778566023 playerVirtual6 192.168.0.200 playerVirtual3 playerVirtual6_778566023 0 1 512 1 2018-02-16 21:55:41 2018-02-16 21:55:41
29 192.168.0.200 playerVirtual15_1436344784 playerVirtual15 192.168.0.200 playerVirtual17 playerVirtual17_018da8568f 3 1 2048 20 2018-02-16 21:55:45 2018-02-16 22:22:43
30 192.168.0.200 playerVirtual17_1339662 playerVirtual17 192.168.0.200 playerVirtual15 playerVirtual15_fec0bd6a35 1 1 2048 20 2018-02-16 21:55:46 NULL
31 192.168.0.200 playerVirtual19_317497342 playerVirtual19 192.168.0.200 playerVirtual5 playerVirtual19_317497342 0 1 512 1 2018-02-16 21:55:47 2018-02-16 21:55:47
32 192.168.0.200 playerVirtual5_284794223 playerVirtual5 192.168.0.200 playerVirtual19 playerVirtual19_be638b037c 1 1 2048 20 2018-02-16 21:55:48 NULL
33 192.168.0.200 playerVirtual7_359920779 playerVirtual7 192.168.0.200 playerVirtual9 playerVirtual9_fd313a5130 2 1 512 1 2018-02-16 21:55:48 2018-02-16 22:58:47
34 192.168.0.200 playerVirtual9_904011 playerVirtual9 192.168.0.200 playerVirtual7 playerVirtual7_8651cf0c46 3 1 2048 20 2018-02-16 21:55:48 2018-02-16 22:33:46
35 192.168.0.200 playerVirtual14_2904109077 playerVirtual14 192.168.0.200 playerVirtual12 playerVirtual14_2904109077 0 1 512 1 2018-02-16 21:55:49 2018-02-16 21:55:49
36 192.168.0.200 playerVirtual12_257338074 playerVirtual12 192.168.0.200 playerVirtual14 playerVirtual14_e760119440 1 2 4096 40 2018-02-16 21:55:50 NULL
37 192.168.0.200 playerVirtual0_905614 playerVirtual0 192.168.0.200 playerVirtual16 playerVirtual16_fa5b7a1ad0 2 1 2048 20 2018-02-16 21:55:50 2018-02-17 06:09:03
38 192.168.0.200 playerVirtual16_1093460 playerVirtual16 192.168.0.200 playerVirtual0 playerVirtual16_1093460 0 1 512 1 2018-02-16 21:55:51 2018-02-16 21:55:51
39 192.168.0.200 playerVirtual18_6569547 playerVirtual18 192.168.0.200 playerVirtual10 playerVirtual18_6569547 0 1 2048 20 2018-02-16 21:55:52 2018-02-16 21:55:52
40 192.168.0.200 playerVirtual10_470485660 playerVirtual10 192.168.0.200 playerVirtual18 playerVirtual18_53b589aff9 1 2 4096 40 2018-02-16 21:55:53 NULL
41 192.168.0.200 playerVirtual1_30788568 playerVirtual1 192.168.0.200 playerVirtual11 playerVirtual11_dea0b0d86a 1 1 512 1 2018-02-16 21:57:54 NULL
42 192.168.0.200 playerVirtual11_5792765 playerVirtual11 192.168.0.200 playerVirtual1 playerVirtual1_cda6311ce5 3 1 512 1 2018-02-16 21:57:57 2018-02-17 00:25:32
43 192.168.0.200 playerVirtual4_38671842 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_d353e3e17a 1 1 512 1 2018-02-16 21:58:08 NULL
44 192.168.0.200 playerVirtual8_400453824 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual8_400453824 0 1 512 1 2018-02-16 21:58:09 2018-02-16 21:58:09
45 192.168.0.200 playerVirtual2_4820318661 playerVirtual2 192.168.0.200 playerVirtual13 playerVirtual13_f992b58578 3 2 4096 40 2018-02-16 21:58:18 2018-02-17 00:41:36
46 192.168.0.200 playerVirtual13_4819935267 playerVirtual13 192.168.0.200 playerVirtual2 playerVirtual2_f856129251 1 2 4096 40 2018-02-16 21:58:22 NULL
47 192.168.0.200 playerVirtual3_4820217293 playerVirtual3 192.168.0.200 playerVirtual6 playerVirtual6_98cfcc4c65 1 2 4096 40 2018-02-16 21:58:26 NULL
48 192.168.0.200 playerVirtual6_6264344062 playerVirtual6 192.168.0.200 playerVirtual3 playerVirtual6_6264344062 0 1 512 1 2018-02-16 21:58:26 2018-02-16 21:58:26
49 192.168.0.200 playerVirtual15_2378747961 playerVirtual15 192.168.0.200 playerVirtual17 playerVirtual17_4865e402bd 3 1 512 1 2018-02-16 21:58:37 2018-02-16 22:18:28
50 192.168.0.200 playerVirtual17_5068098508 playerVirtual17 192.168.0.200 playerVirtual15 playerVirtual15_bddc6e34b8 3 1 2048 20 2018-02-16 21:58:42 2018-02-16 22:30:49
51 192.168.0.200 playerVirtual19_227443932 playerVirtual19 192.168.0.200 playerVirtual7 playerVirtual19_227443932 0 1 2048 20 2018-02-16 21:59:56 2018-02-16 21:59:56
52 192.168.0.200 playerVirtual7_2148750930 playerVirtual7 192.168.0.200 playerVirtual19 playerVirtual19_d23862d64d 2 1 2048 20 2018-02-16 22:00:01 2018-02-17 00:56:05
53 192.168.0.200 playerVirtual9_563574327 playerVirtual9 192.168.0.200 playerVirtual14 playerVirtual14_ad36f4e525 1 1 2048 20 2018-02-16 22:00:05 NULL
54 192.168.0.200 playerVirtual14_765651 playerVirtual14 192.168.0.200 playerVirtual9 playerVirtual14_765651 0 1 2048 20 2018-02-16 22:00:18 2018-02-16 22:00:18
55 192.168.0.200 playerVirtual16_5623125514 playerVirtual16 192.168.0.200 playerVirtual18 playerVirtual18_88f8ed3eae 1 1 2048 20 2018-02-16 22:00:38 NULL
56 192.168.0.200 playerVirtual18_284757920 playerVirtual18 192.168.0.200 playerVirtual16 playerVirtual16_8ca9515fbe 1 1 2048 20 2018-02-16 22:00:41 NULL
57 192.168.0.200 playerVirtual1_6274355716 playerVirtual1 192.168.0.200 playerVirtual11 playerVirtual11_6b3237d14f 3 1 512 1 2018-02-16 22:03:30 2018-02-16 22:22:54
58 192.168.0.200 playerVirtual11_38676294 playerVirtual11 192.168.0.200 playerVirtual1 playerVirtual1_5b5df86355 1 1 512 1 2018-02-16 22:04:22 NULL
59 192.168.0.200 playerVirtual8_4820204870 playerVirtual8 192.168.0.200 playerVirtual2 playerVirtual8_4820204870 0 2 4096 40 2018-02-16 22:05:41 2018-02-16 22:05:41
60 192.168.0.200 playerVirtual2_990694203 playerVirtual2 192.168.0.200 playerVirtual8 playerVirtual8_4c90197021 3 1 2048 20 2018-02-16 22:06:02 2018-02-17 05:02:42
61 192.168.0.200 playerVirtual13_990694203 playerVirtual13 192.168.0.200 playerVirtual6 playerVirtual6_e716f19d3b 3 1 2048 20 2018-02-16 22:06:17 2018-02-16 22:09:01
62 192.168.0.200 playerVirtual6_6280643141 playerVirtual6 192.168.0.200 playerVirtual17 playerVirtual17_7e858a899b 3 1 512 1 2018-02-16 22:06:25 2018-02-16 23:38:07
63 192.168.0.200 playerVirtual15_4476462938 playerVirtual15 192.168.0.200 playerVirtual7 playerVirtual15_4476462938 0 1 2048 20 2018-02-16 22:06:39 2018-02-16 22:06:39
64 192.168.0.200 playerVirtual17_272887063 playerVirtual17 192.168.0.200 playerVirtual15 playerVirtual15_2bbeaf915f 3 1 2048 20 2018-02-16 22:06:47 2018-02-16 23:44:33
65 192.168.0.200 playerVirtual19_2359368952 playerVirtual19 192.168.0.200 playerVirtual14 playerVirtual14_53595c3888 3 1 512 1 2018-02-16 22:06:52 2018-02-17 03:15:31
66 192.168.0.200 playerVirtual7_682797 playerVirtual7 192.168.0.200 playerVirtual19 playerVirtual19_204fa21320 1 1 2048 20 2018-02-16 22:07:11 NULL
67 192.168.0.200 playerVirtual9_214880781 playerVirtual9 192.168.0.200 playerVirtual18 playerVirtual18_493ae1bb14 1 1 2048 20 2018-02-16 22:07:14 NULL
68 192.168.0.200 playerVirtual16_16914091 playerVirtual16 192.168.0.200 playerVirtual9 playerVirtual16_16914091 0 1 2048 20 2018-02-16 22:07:21 2018-02-16 22:07:21
69 192.168.0.200 playerVirtual18_182859403 playerVirtual18 192.168.0.200 playerVirtual16 playerVirtual16_01f9eb1c22 3 1 512 1 2018-02-16 22:07:36 2018-02-16 22:24:45
70 192.168.0.200 playerVirtual11_6285257156 playerVirtual11 192.168.0.200 playerVirtual13 playerVirtual13_eaccb7a132 1 1 512 1 2018-02-16 22:09:49 NULL
71 192.168.0.200 playerVirtual8_3338579772 playerVirtual8 192.168.0.200 playerVirtual1 playerVirtual8_3338579772 0 1 2048 20 2018-02-16 22:10:48 2018-02-16 22:10:48
72 192.168.0.200 playerVirtual14_6641406 playerVirtual14 192.168.0.200 playerVirtual2 playerVirtual14_6641406 0 1 2048 20 2018-02-16 22:11:03 2018-02-16 22:11:03
73 192.168.0.200 playerVirtual6_1438244924 playerVirtual6 192.168.0.200 playerVirtual8 playerVirtual6_1438244924 0 1 2048 20 2018-02-16 22:11:55 2018-02-16 22:11:55
74 192.168.0.200 playerVirtual17_6289704471 playerVirtual17 192.168.0.200 playerVirtual6 playerVirtual17_6289704471 0 1 512 1 2018-02-16 22:12:13 2018-02-16 22:12:13
75 192.168.0.200 playerVirtual19_1436344784 playerVirtual19 192.168.0.200 playerVirtual17 playerVirtual17_84b555eb22 3 1 2048 20 2018-02-16 22:13:43 2018-02-16 22:59:55
76 192.168.0.200 playerVirtual9_990694203 playerVirtual9 192.168.0.200 playerVirtual7 playerVirtual7_b37cbc6ec6 3 1 2048 20 2018-02-16 22:14:40 2018-02-16 22:21:49
77 192.168.0.200 playerVirtual1_794070039 playerVirtual1 192.168.0.200 playerVirtual15 playerVirtual15_212445335c 3 1 512 1 2018-02-16 22:16:27 2018-02-17 01:03:03
78 192.168.0.200 playerVirtual16_6296268057 playerVirtual16 192.168.0.200 playerVirtual14 playerVirtual14_66f661c2b6 1 1 512 1 2018-02-16 22:16:32 NULL
79 192.168.0.200 playerVirtual18_6296865278 playerVirtual18 192.168.0.200 playerVirtual19 playerVirtual19_b0e100a824 1 1 512 1 2018-02-16 22:16:46 NULL
80 192.168.0.200 playerVirtual14_990694203 playerVirtual14 192.168.0.200 playerVirtual18 playerVirtual18_219aa9783e 3 1 2048 20 2018-02-16 22:21:58 2018-02-16 22:29:02
81 192.168.0.200 playerVirtual2_182859403 playerVirtual2 192.168.0.200 playerVirtual9 playerVirtual9_1c99c6e345 3 1 512 1 2018-02-16 22:22:15 2018-02-16 22:24:55
82 192.168.0.200 playerVirtual13_6264344062 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_5138fdf01b 1 1 2048 20 2018-02-16 22:23:06 NULL
83 192.168.0.200 playerVirtual7_5297461910 playerVirtual7 192.168.0.200 playerVirtual16 playerVirtual16_de6fef9506 2 1 512 1 2018-02-16 22:25:20 2018-02-16 23:57:27
84 192.168.0.200 playerVirtual19_1095593 playerVirtual19 192.168.0.200 playerVirtual1 playerVirtual19_1095593 0 1 512 1 2018-02-16 22:27:03 2018-02-16 22:27:03
85 192.168.0.200 playerVirtual16_908315 playerVirtual16 192.168.0.200 playerVirtual2 playerVirtual16_908315 0 1 2048 20 2018-02-16 22:28:16 2018-02-16 22:28:16
86 192.168.0.200 playerVirtual11_182859403 playerVirtual11 192.168.0.200 playerVirtual13 playerVirtual13_e3d5d8182d 1 1 512 1 2018-02-16 22:29:42 NULL
87 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual8 playerVirtual8_4f59601889 3 2 4096 40 2018-02-16 22:31:39 2018-02-17 04:16:53
88 192.168.0.200 playerVirtual8_4246147567 playerVirtual8 192.168.0.200 playerVirtual6 playerVirtual8_4246147567 0 2 4096 40 2018-02-16 22:32:18 2018-02-16 22:32:18
89 192.168.0.200 playerVirtual6_4246147567 playerVirtual6 192.168.0.200 playerVirtual17 playerVirtual17_2f9a286cf1 3 2 4096 40 2018-02-16 22:34:03 2018-02-16 23:06:55
90 192.168.0.200 playerVirtual1_6315250734 playerVirtual1 192.168.0.200 playerVirtual15 playerVirtual15_41b50a601d 1 1 512 1 2018-02-16 22:38:58 NULL
91 192.168.0.200 playerVirtual15_4246147567 playerVirtual15 192.168.0.200 playerVirtual14 playerVirtual14_b20a45a47a 3 2 4096 40 2018-02-16 22:39:49 2018-02-17 02:06:21
92 192.168.0.200 playerVirtual11_990694203 playerVirtual11 192.168.0.200 playerVirtual19 playerVirtual19_30d8acbe3d 3 1 2048 20 2018-02-16 22:40:24 2018-02-16 22:54:06
93 192.168.0.200 playerVirtual16_6316827871 playerVirtual16 192.168.0.200 playerVirtual18 playerVirtual18_ee8674356e 1 1 512 1 2018-02-16 22:40:28 NULL
94 192.168.0.200 playerVirtual14_2378747961 playerVirtual14 192.168.0.200 playerVirtual9 playerVirtual14_2378747961 0 1 512 1 2018-02-16 22:44:54 2018-02-16 22:44:54
95 192.168.0.200 playerVirtual9_4246147567 playerVirtual9 192.168.0.200 playerVirtual16 playerVirtual16_09fd2011df 3 2 4096 40 2018-02-16 22:45:12 2018-02-16 22:58:06
96 192.168.0.200 playerVirtual1_359920779 playerVirtual1 192.168.0.200 playerVirtual2 playerVirtual2_53faf6af19 3 1 512 1 2018-02-16 22:47:36 2018-02-17 02:06:29
97 192.168.0.200 playerVirtual18_1095593 playerVirtual18 192.168.0.200 playerVirtual1 playerVirtual18_1095593 0 1 512 1 2018-02-16 22:48:11 2018-02-16 22:48:11
98 192.168.0.200 playerVirtual17_4246147567 playerVirtual17 192.168.0.200 playerVirtual11 playerVirtual17_4246147567 0 2 4096 40 2018-02-16 22:48:34 2018-02-16 22:48:34
99 192.168.0.200 playerVirtual2_4246147567 playerVirtual2 192.168.0.200 playerVirtual8 playerVirtual8_5320c35c9d 3 2 4096 40 2018-02-16 22:48:56 2018-02-17 06:46:19
100 192.168.0.200 playerVirtual19_6322213339 playerVirtual19 192.168.0.200 playerVirtual6 playerVirtual19_6322213339 0 1 512 1 2018-02-16 22:51:32 2018-02-16 22:51:32
101 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual13 playerVirtual16_4246147567 0 2 4096 40 2018-02-16 22:54:45 2018-02-16 22:54:45
102 192.168.0.200 playerVirtual14_4246147567 playerVirtual14 192.168.0.200 playerVirtual17 playerVirtual17_4e05b9d8da 3 2 4096 40 2018-02-16 22:55:08 2018-02-17 01:32:28
103 192.168.0.200 playerVirtual8_4246147567 playerVirtual8 192.168.0.200 playerVirtual15 playerVirtual15_89eeddcb77 1 2 4096 40 2018-02-16 22:57:06 NULL
104 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual14 playerVirtual14_cfa23c3dc0 3 2 4096 40 2018-02-16 22:58:07 2018-02-17 04:16:53
105 192.168.0.200 playerVirtual6_4246147567 playerVirtual6 192.168.0.200 playerVirtual19 playerVirtual19_2c1ab581d4 3 2 4096 40 2018-02-16 22:59:43 2018-02-16 23:06:55
106 192.168.0.200 playerVirtual18_4246147567 playerVirtual18 192.168.0.200 playerVirtual9 playerVirtual18_4246147567 3 2 4096 40 2018-02-16 23:00:46 2018-02-17 03:12:09
107 192.168.0.200 playerVirtual15_4246147567 playerVirtual15 192.168.0.200 playerVirtual18 playerVirtual18_50a58d1595 3 2 4096 40 2018-02-16 23:05:41 2018-02-17 02:06:21
108 192.168.0.200 playerVirtual1_6335261139 playerVirtual1 192.168.0.200 playerVirtual2 playerVirtual2_150c8a93e2 1 1 512 1 2018-02-16 23:06:37 NULL
109 192.168.0.200 playerVirtual11_4246147567 playerVirtual11 192.168.0.200 playerVirtual16 playerVirtual16_9143d4be50 3 2 4096 40 2018-02-16 23:07:49 2018-02-17 06:18:56
110 192.168.0.200 playerVirtual9_4246147567 playerVirtual9 192.168.0.200 playerVirtual1 playerVirtual1_1d3c2079b2 2 2 4096 40 2018-02-16 23:13:30 2018-02-16 23:26:04
111 192.168.0.200 playerVirtual17_4246147567 playerVirtual17 192.168.0.200 playerVirtual11 playerVirtual17_4246147567 0 2 4096 40 2018-02-16 23:16:13 2018-02-16 23:16:13
112 192.168.0.200 playerVirtual2_4246147567 playerVirtual2 192.168.0.200 playerVirtual6 playerVirtual6_1dab665198 3 2 4096 40 2018-02-16 23:18:10 2018-02-17 06:46:19
113 192.168.0.200 playerVirtual1_4246147567 playerVirtual1 192.168.0.200 playerVirtual19 playerVirtual19_f1d530ca1a 3 2 4096 40 2018-02-16 23:18:29 2018-02-17 04:30:47
114 192.168.0.200 playerVirtual19_4246147567 playerVirtual19 192.168.0.200 playerVirtual8 playerVirtual19_4246147567 0 2 4096 40 2018-02-16 23:20:19 2018-02-16 23:20:19
115 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual13 playerVirtual16_4246147567 0 2 4096 40 2018-02-16 23:24:11 2018-02-16 23:24:11
116 192.168.0.200 playerVirtual14_4246147567 playerVirtual14 192.168.0.200 playerVirtual17 playerVirtual17_e58d20fb9c 3 2 4096 40 2018-02-16 23:25:13 2018-02-17 01:32:28
117 192.168.0.200 playerVirtual13_82730999 playerVirtual13 192.168.0.200 playerVirtual15 playerVirtual15_ea7d5a2afa 3 1 512 1 2018-02-16 23:27:23 2018-02-17 06:02:59
118 192.168.0.200 playerVirtual6_272887063 playerVirtual6 192.168.0.200 playerVirtual18 playerVirtual18_7548a09bd1 1 1 2048 20 2018-02-16 23:28:11 NULL
119 192.168.0.200 playerVirtual18_6566788 playerVirtual18 192.168.0.200 playerVirtual2 playerVirtual18_6566788 0 1 2048 20 2018-02-16 23:31:31 2018-02-16 23:31:31
120 192.168.0.200 playerVirtual15_6566788 playerVirtual15 192.168.0.200 playerVirtual14 playerVirtual14_b7c4b4dceb 2 1 2048 20 2018-02-16 23:34:46 2018-02-16 23:40:45
121 192.168.0.200 playerVirtual11_4820150269 playerVirtual11 192.168.0.200 playerVirtual16 playerVirtual16_257a93d04b 1 2 4096 40 2018-02-16 23:38:41 NULL
122 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual1 playerVirtual1_780a19c35c 3 2 4096 40 2018-02-16 23:43:13 2018-02-17 04:16:53
123 192.168.0.200 playerVirtual18_1436344784 playerVirtual18 192.168.0.200 playerVirtual6 playerVirtual18_1436344784 0 1 2048 20 2018-02-16 23:47:34 2018-02-16 23:47:34
124 192.168.0.200 playerVirtual1_990694203 playerVirtual1 192.168.0.200 playerVirtual11 playerVirtual11_866386d6cd 3 1 2048 20 2018-02-16 23:50:25 2018-02-17 01:42:54
125 192.168.0.200 playerVirtual19_4246147567 playerVirtual19 192.168.0.200 playerVirtual8 playerVirtual19_4246147567 0 2 4096 40 2018-02-16 23:51:34 2018-02-16 23:51:34
126 192.168.0.200 playerVirtual17_5792765 playerVirtual17 192.168.0.200 playerVirtual19 playerVirtual19_61a8c18add 3 1 512 1 2018-02-16 23:52:42 2018-02-17 04:10:18
127 192.168.0.200 playerVirtual11_4246147567 playerVirtual11 192.168.0.200 playerVirtual18 playerVirtual18_d2a9238ebf 3 2 4096 40 2018-02-16 23:53:44 2018-02-17 06:18:56
128 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual13 playerVirtual16_4246147567 0 2 4096 40 2018-02-16 23:54:55 2018-02-16 23:54:55
129 192.168.0.200 playerVirtual6_4246147567 playerVirtual6 192.168.0.200 playerVirtual2 playerVirtual6_4246147567 0 2 4096 40 2018-02-17 00:00:02 2018-02-17 00:00:02
130 192.168.0.200 playerVirtual2_4246147567 playerVirtual2 192.168.0.200 playerVirtual1 playerVirtual1_2f0c7d5466 3 2 4096 40 2018-02-17 00:05:38 2018-02-17 06:46:19
131 192.168.0.200 playerVirtual18_4246147567 playerVirtual18 192.168.0.200 playerVirtual17 playerVirtual17_cbfaa70787 3 2 4096 40 2018-02-17 00:06:09 2018-02-17 03:12:09
132 192.168.0.200 playerVirtual15_1438244924 playerVirtual15 192.168.0.200 playerVirtual14 playerVirtual14_faeafdbb73 3 1 2048 20 2018-02-17 00:07:09 2018-02-17 02:51:20
133 192.168.0.200 playerVirtual14_4246147567 playerVirtual14 192.168.0.200 playerVirtual15 playerVirtual15_6dd074413c 3 2 4096 40 2018-02-17 00:15:03 2018-02-17 01:32:28
134 192.168.0.200 playerVirtual15_2378747961 playerVirtual15 192.168.0.200 playerVirtual6 playerVirtual15_2378747961 0 1 512 1 2018-02-17 00:16:47 2018-02-17 00:16:47
135 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_ef7c00a0a2 3 2 4096 40 2018-02-17 00:17:38 2018-02-17 04:16:53
136 192.168.0.200 playerVirtual17_4246147567 playerVirtual17 192.168.0.200 playerVirtual16 playerVirtual16_3196c3e757 1 2 4096 40 2018-02-17 00:18:53 NULL
137 192.168.0.200 playerVirtual19_4246147567 playerVirtual19 192.168.0.200 playerVirtual8 playerVirtual19_4246147567 0 2 4096 40 2018-02-17 00:26:13 2018-02-17 00:26:13
138 192.168.0.200 playerVirtual1_4246147567 playerVirtual1 192.168.0.200 playerVirtual2 playerVirtual2_a3dc308d43 3 2 4096 40 2018-02-17 00:26:49 2018-02-17 04:30:47
139 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual19 playerVirtual19_2330be4c0e 1 2 4096 40 2018-02-17 00:30:01 NULL
140 192.168.0.200 playerVirtual8_16917741 playerVirtual8 192.168.0.200 playerVirtual18 playerVirtual18_515fca4fff 3 1 512 1 2018-02-17 00:43:20 2018-02-17 02:56:04
141 192.168.0.200 playerVirtual15_4820318661 playerVirtual15 192.168.0.200 playerVirtual13 playerVirtual15_4820318661 0 2 4096 40 2018-02-17 00:44:07 2018-02-17 00:44:07
142 192.168.0.200 playerVirtual6_4246147567 playerVirtual6 192.168.0.200 playerVirtual1 playerVirtual6_4246147567 0 2 4096 40 2018-02-17 00:46:28 2018-02-17 00:46:28
143 192.168.0.200 playerVirtual11_2148750930 playerVirtual11 192.168.0.200 playerVirtual14 playerVirtual14_6a60345e8f 1 1 2048 20 2018-02-17 00:47:36 NULL
144 192.168.0.200 playerVirtual14_6370662053 playerVirtual14 192.168.0.200 playerVirtual6 playerVirtual14_6370662053 0 1 512 1 2018-02-17 00:52:21 2018-02-17 00:52:21
145 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_34ac51973c 3 2 4096 40 2018-02-17 00:55:14 2018-02-17 04:16:53
146 192.168.0.200 playerVirtual15_4246147567 playerVirtual15 192.168.0.200 playerVirtual17 playerVirtual17_4e9239e769 3 2 4096 40 2018-02-17 00:56:29 2018-02-17 02:06:21
147 192.168.0.200 playerVirtual2_4246147567 playerVirtual2 192.168.0.200 playerVirtual1 playerVirtual1_27b5a7fa3e 3 2 4096 40 2018-02-17 00:58:17 2018-02-17 06:46:19
