SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 14 0 0
5 18 0 0
6 24 0 0
7 29 0 0
8 34 0 0
9 39 0 0
10 41 0 3
11 46 0 4
12 50 0 4
13 52 0 6
14 52 0 9
15 56 0 10
16 54 0 13
17 55 0 16
18 59 0 16
19 61 0 19
20 59 0 22
21 60 0 25
22 60 0 27
23 62 0 28
24 66 0 30
25 65 0 33
26 62 0 37
27 61 0 39
28 62 0 41
29 61 0 42
30 66 0 44
