TORCIDA CONSUMO REENTRADAS SATISFAÇÃO MÉDIA SGF
 1 0 8 0.720 0.803
 2 0 7 0.646 0.781
 3 0 8 0.703 0.811
 4 0 6 0.645 0.766
 5 2 8 0.658 0.774
 6 2 8 0.623 0.770
 7 2 6 0.623 0.770
 8 2 6 0.610 0.771
 9 2 7 0.706 0.774
10 2 7 0.679 0.754
11 2 8 0.596 0.790
12 2 6 0.703 0.747
13 2 8 0.645 0.790
14 2 8 0.691 0.783
15 2 8 0.685 0.772
16 2 8 0.629 0.796
17 2 8 0.708 0.750
18 2 8 0.673 0.758
19 2 8 0.648 0.768
