PLAYERS SGF
0	0	0.000
1	10	1.000
2	11	1.000
3	12	1.000
4	13	0.983
5	14	0.985
6	15	0.986
7	16	0.976
8	17	0.978
9	18	0.979
10	19	0.980
11	20	0.980
12	21	0.982
13	22	0.982
14	23	0.983
15	24	0.984
16	25	0.984
17	26	0.985
18	27	0.985
19	28	0.986
20	29	0.986
21	30	0.987
22	31	0.987
23	32	0.987
24	33	0.988
25	34	0.988
26	35	0.989
27	36	0.989
28	37	0.989
29	38	0.990
