ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-03-15 19:05:04
2	3	6	6	0	1	2018-03-15 19:10:04
3	4	14	14	0	1	2018-03-15 19:15:04
4	5	22	22	0	1	2018-03-15 19:20:05
5	5	30	30	0	1	2018-03-15 19:25:05
6	5	37	37	0	1	2018-03-15 19:30:05
7	5	44	44	0	1	2018-03-15 19:35:05
8	5	50	50	0	1	2018-03-15 19:40:05
9	5	56	56	0	1	2018-03-15 19:45:05
10	5	60	60	0	1	2018-03-15 19:50:05
11	5	63	63	0	1	2018-03-15 19:55:05
12	5	67	67	0	1	2018-03-15 20:00:06
13	5	69	69	0	1	2018-03-15 20:05:06
14	5	74	74	0	1	2018-03-15 20:10:06
15	5	78	78	0	1	2018-03-15 20:15:06
16	5	81	81	0	1	2018-03-15 20:20:06
17	5	82	82	0	1	2018-03-15 20:25:06
18	5	85	85	0	1	2018-03-15 20:30:06
19	6	87	87	0	1	2018-03-15 20:35:06
20	6	89	89	0	1	2018-03-15 20:40:07
21	6	91	91	0	1	2018-03-15 20:45:07
22	6	93	93	0	1	2018-03-15 20:50:07
23	6	94	94	0	1	2018-03-15 20:55:07
24	6	97	97	0	1	2018-03-15 21:00:07
25	6	99	99	0	1	2018-03-15 21:05:07
26	6	100	100	0	1	2018-03-15 21:10:08
27	7	100	100	0	1	2018-03-15 21:15:08
28	7	103	103	0	1	2018-03-15 21:20:08
29	7	104	104	0	1	2018-03-15 21:25:08
30	7	106	106	0	1	2018-03-15 21:30:08
31	9	109	109	0	1	2018-03-15 21:35:08
32	9	111	111	0	1	2018-03-15 21:40:08
33	9	112	112	0	1	2018-03-15 21:45:08
34	9	114	114	0	1	2018-03-15 21:50:09
35	10	116	116	0	1	2018-03-15 21:55:09
36	10	122	122	0	1	2018-03-15 22:00:09
37	10	124	124	0	1	2018-03-15 22:05:09
38	10	124	124	0	1	2018-03-15 22:10:09
39	10	124	124	0	1	2018-03-15 22:15:09
40	10	128	128	0	1	2018-03-15 22:20:09
41	10	133	133	0	1	2018-03-15 22:25:09
42	10	136	136	0	1	2018-03-15 22:30:10
43	10	136	136	0	1	2018-03-15 22:35:10
44	10	136	136	0	1	2018-03-15 22:40:10
45	10	137	137	0	1	2018-03-15 22:45:10
46	10	139	139	0	1	2018-03-15 22:50:10
47	10	143	143	0	1	2018-03-15 22:55:10
48	10	145	145	0	1	2018-03-15 23:00:10
49	10	146	146	0	1	2018-03-15 23:05:11
50	10	146	146	0	1	2018-03-15 23:10:11
51	10	149	149	0	1	2018-03-15 23:15:11
