SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 14 0 0
5 18 0 0
6 25 0 0
7 30 0 0
8 35 0 0
9 39 0 0
10 42 0 2
11 47 0 3
12 51 0 3
13 52 0 5
14 52 0 8
15 55 0 9
16 55 0 11
17 56 0 14
18 60 0 14
19 63 0 17
20 61 0 20
21 63 0 23
22 62 0 25
23 62 0 26
24 64 0 30
25 61 0 33
26 61 0 36
27 59 0 39
28 57 0 41
29 56 0 42
30 62 0 43
