id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
12	100	217	217	0	1	2018-01-15 11:07:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
12	100	217	217	0	1	2018-01-15 11:07:35
13	100	227	227	0	1	2018-01-15 11:12:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
12	100	217	217	0	1	2018-01-15 11:07:35
13	100	227	227	0	1	2018-01-15 11:12:35
14	100	240	240	0	1	2018-01-15 11:17:35
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
12	100	217	217	0	1	2018-01-15 11:07:35
13	100	227	227	0	1	2018-01-15 11:12:35
14	100	240	240	0	1	2018-01-15 11:17:35
15	100	250	250	0	1	2018-01-15 11:22:36
id	players	all_requests	accepts	rejects	fairness	timestamp
1	0	0	0	0	0	2018-01-15 10:12:34
2	100	44	44	0	1	2018-01-15 10:17:34
3	100	77	77	0	1	2018-01-15 10:22:34
4	100	93	93	0	1	2018-01-15 10:27:35
5	100	104	104	0	1	2018-01-15 10:32:35
6	100	127	127	0	1	2018-01-15 10:37:35
7	100	146	146	0	1	2018-01-15 10:42:35
8	100	168	168	0	1	2018-01-15 10:47:35
9	100	190	190	0	1	2018-01-15 10:52:35
10	100	201	201	0	1	2018-01-15 10:57:35
11	100	207	207	0	1	2018-01-15 11:02:35
12	100	217	217	0	1	2018-01-15 11:07:35
13	100	227	227	0	1	2018-01-15 11:12:35
14	100	240	240	0	1	2018-01-15 11:17:35
15	100	250	250	0	1	2018-01-15 11:22:36
16	100	263	263	0	1	2018-01-15 11:27:36
