name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual42	0	1	0	0	0	0	30
playerVirtual43	0	1	0	0	0	0	30
playerVirtual44	0	1	0	0	0	0	30
playerVirtual45	0	1	0	0	0	0	30
playerVirtual46	0	1	0	0	0	0	30
playerVirtual47	0	1	0	0	0	0	30
playerVirtual48	0	1	0	0	0	0	30
playerVirtual49	0	1	0	0	0	0	30
playerVirtual50	0	1	0	0	0	0	30
playerVirtual51	0	1	0	0	0	0	30
playerVirtual52	0	1	0	0	0	0	30
playerVirtual53	0	1	0	0	0	0	30
playerVirtual54	0	1	0	0	0	0	30
playerVirtual55	0	1	0	0	0	0	30
playerVirtual56	0	1	0	0	0	0	30
playerVirtual57	0	1	0	0	0	0	30
playerVirtual58	0	1	0	0	0	0	30
playerVirtual59	0	1	0	0	0	0	30
playerVirtual60	0	1	0	0	0	0	30
playerVirtual61	0	1	0	0	0	0	30
playerVirtual62	0	1	0	0	0	0	30
playerVirtual63	0	1	0	0	0	0	30
playerVirtual64	0	1	0	0	0	0	30
playerVirtual65	0	1	0	0	0	0	30
playerVirtual66	0	1	0	0	0	0	30
playerVirtual67	0	1	0	0	0	0	30
playerVirtual68	0	1	0	0	0	0	30
playerVirtual69	0	1	0	0	0	0	30
playerVirtual70	0	1	0	0	0	0	30
playerVirtual71	0	1	0	0	0	0	30
playerVirtual72	0	1	0	0	0	0	30
playerVirtual73	0	1	0	0	0	0	30
playerVirtual74	0	1	0	0	0	0	30
playerVirtual75	0	1	0	0	0	0	30
playerVirtual76	0	1	0	0	0	0	30
playerVirtual77	0	1	0	0	0	0	30
playerVirtual78	0	1	0	0	0	0	30
playerVirtual79	0	1	0	0	0	0	30
playerVirtual80	0	1	0	0	0	0	30
playerVirtual81	0	1	0	0	0	0	30
playerVirtual82	0	1	0	0	0	0	30
playerVirtual83	0	1	0	0	0	0	30
playerVirtual84	0	1	0	0	0	0	30
playerVirtual85	0	1	0	0	0	0	30
playerVirtual86	0	1	0	0	0	0	30
playerVirtual87	0	1	0	0	0	0	30
playerVirtual88	0	1	0	0	0	0	30
playerVirtual89	0	1	0	0	0	0	30
playerVirtual90	0	1	0	0	0	0	30
playerVirtual91	1.66	1	1	1	1	0	30
playerVirtual92	1.66	1	1	1	1	0	30
playerVirtual93	1.66	1	1	1	1	0	30
playerVirtual94	1.33	1	1	1	1	0	30
playerVirtual95	0	1	1	0	0	0	30
playerVirtual96	1.33	1	1	1	1	0	30
playerVirtual97	0	1	1	0	0	0	30
playerVirtual98	0	1	1	0	0	0	30
playerVirtual99	0	1	1	0	0	0	30
name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual0	1.99	2	1	1	1	0	30
playerVirtual1	1.99	2	1	1	1	0	30
playerVirtual2	1.99	2	1	1	1	0	30
playerVirtual3	1.66	2	1	1	1	0	30
playerVirtual4	1.99	2	1	1	1	0	30
playerVirtual5	1.33	2	1	1	1	0	30
playerVirtual6	1.66	2	1	1	1	0	30
playerVirtual7	1.66	2	1	1	1	0	30
playerVirtual8	1.99	2	1	1	1	0	30
playerVirtual9	1.33	2	1	1	0	0	30
playerVirtual10	1.33	2	1	1	0	0	30
playerVirtual11	1.33	2	1	1	1	0	30
playerVirtual12	1.66	2	1	1	1	0	30
playerVirtual13	1.66	2	1	1	1	0	30
playerVirtual14	1.66	2	1	1	1	0	30
playerVirtual15	1.99	2	1	1	0	0	30
playerVirtual16	1.66	2	1	1	1	0	30
playerVirtual17	1.66	2	1	1	1	0	30
playerVirtual18	1.33	2	1	1	1	0	30
playerVirtual19	1.33	2	1	1	1	0	30
playerVirtual20	1.66	2	1	1	1	0	30
playerVirtual21	1.66	2	1	1	1	0	30
playerVirtual22	1.33	2	1	1	1	0	30
playerVirtual23	1.66	2	1	1	1	0	30
playerVirtual24	1.66	2	1	1	1	0	30
playerVirtual25	1.33	2	1	1	1	0	30
playerVirtual26	1.66	2	0	1	1	0	30
playerVirtual27	1.33	2	1	1	1	0	30
playerVirtual28	1.66	2	1	1	1	0	30
playerVirtual29	1.33	2	1	1	1	0	30
playerVirtual30	1.99	2	0	1	1	0	30
playerVirtual31	1.66	2	1	1	1	0	30
playerVirtual32	1.33	2	0	1	1	0	30
playerVirtual33	1.66	2	1	1	1	0	30
playerVirtual34	1.99	2	0	1	1	0	30
playerVirtual35	1.33	2	1	1	1	0	30
playerVirtual36	1.33	2	0	1	1	0	30
playerVirtual37	1.33	2	1	1	1	0	30
playerVirtual38	1.33	2	1	1	1	0	30
playerVirtual39	1.99	2	1	1	1	0	30
playerVirtual40	1.99	2	0	1	1	0	30
playerVirtual41	1.99	2	1	1	1	0	30
playerVirtual42	1.33	2	0	1	1	0	30
playerVirtual43	1.33	2	0	1	1	0	30
playerVirtual44	1.66	2	1	1	1	0	30
playerVirtual45	1.66	2	0	1	1	0	30
playerVirtual46	1.33	2	1	1	1	0	30
playerVirtual47	1.66	2	1	1	1	0	30
playerVirtual48	1.66	2	1	1	1	0	30
playerVirtual49	1.66	2	1	1	1	0	30
playerVirtual50	1.66	2	0	1	1	0	30
playerVirtual51	1.66	2	0	1	1	0	30
playerVirtual52	1.66	2	0	1	1	0	30
playerVirtual53	1.66	2	1	1	1	0	30
playerVirtual54	1.33	2	1	1	1	0	30
playerVirtual55	1.33	2	0	1	1	0	30
playerVirtual56	1.33	2	0	1	0	0	30
playerVirtual57	1.99	2	1	1	1	0	30
playerVirtual58	1.66	2	0	1	0	0	30
playerVirtual59	1.66	2	1	1	0	0	30
playerVirtual60	1.33	2	0	1	1	0	30
playerVirtual61	1.33	2	1	1	1	0	30
playerVirtual62	1.66	2	0	1	1	0	30
playerVirtual63	1.66	2	1	1	1	0	30
playerVirtual64	1.33	2	0	1	1	0	30
playerVirtual65	1.33	2	1	1	1	0	30
playerVirtual66	1.66	2	1	1	1	0	30
playerVirtual67	1.66	2	1	1	1	0	30
playerVirtual68	1.66	2	0	1	1	0	30
playerVirtual69	1.33	2	1	1	1	0	30
playerVirtual70	1.66	2	0	1	1	0	30
playerVirtual71	1.33	2	1	1	1	0	30
playerVirtual72	0	2	0	1	1	0	30
playerVirtual73	0	2	1	0	0	0	30
playerVirtual74	0	2	1	0	0	0	30
playerVirtual75	0	2	0	0	0	0	30
playerVirtual76	0	2	1	0	0	0	30
playerVirtual77	0	2	1	0	0	0	30
playerVirtual78	0	2	1	0	0	0	30
playerVirtual79	0	2	0	0	0	0	30
playerVirtual80	0	2	1	0	0	0	30
playerVirtual81	0	2	1	0	0	0	30
playerVirtual82	0	2	1	0	0	0	30
playerVirtual83	0	2	1	0	0	0	30
playerVirtual84	0	2	0	0	0	0	30
playerVirtual85	0	2	1	0	0	0	30
playerVirtual86	0	2	0	0	0	0	30
playerVirtual87	0	2	1	0	0	0	30
playerVirtual88	0	2	0	0	0	0	30
playerVirtual89	0	2	0	0	0	0	30
playerVirtual90	0	2	0	0	0	0	30
playerVirtual91	1.66	2	1	1	1	0	30
playerVirtual92	1.66	2	1	1	1	0	30
playerVirtual93	1.66	2	1	1	1	0	30
playerVirtual94	1.33	2	1	1	1	0	30
playerVirtual95	0	2	1	0	0	0	30
playerVirtual96	1.33	2	1	1	1	0	30
playerVirtual97	0	2	1	0	0	0	30
playerVirtual98	0	2	1	0	0	0	30
playerVirtual99	0	2	1	0	0	0	30
name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual0	1.99	3	1	1	1	0	30
playerVirtual1	1.99	3	1	1	1	0	30
playerVirtual2	1.99	3	1	1	1	0	30
playerVirtual3	1.66	3	1	1	0	0	30
playerVirtual4	1.99	3	1	1	1	0	30
playerVirtual5	1.33	3	1	1	1	0	30
playerVirtual6	1.66	3	1	1	1	0	30
playerVirtual7	1.66	3	1	1	0	0	30
playerVirtual8	1.99	3	1	1	1	0	30
playerVirtual9	1.33	3	1	1	0	0	30
playerVirtual10	1.33	3	1	1	0	0	30
playerVirtual11	1.33	3	1	1	1	0	30
playerVirtual12	1.66	3	1	1	1	0	30
playerVirtual13	1.66	3	1	1	1	0	30
playerVirtual14	1.66	3	1	1	1	0	30
playerVirtual15	1.99	3	1	1	0	0	30
playerVirtual16	1.66	3	1	1	1	0	30
playerVirtual17	1.66	3	1	1	1	0	30
playerVirtual18	1.33	3	1	1	1	0	30
playerVirtual19	1.33	3	1	1	1	0	30
playerVirtual20	1.66	3	1	1	1	0	30
playerVirtual21	1.66	3	1	1	1	0	30
playerVirtual22	1.33	3	1	1	1	0	30
playerVirtual23	1.66	3	1	1	0	0	30
playerVirtual24	1.66	3	1	1	1	0	30
playerVirtual25	1.33	3	1	1	1	0	30
playerVirtual26	1.66	3	1	1	1	0	30
playerVirtual27	1.33	3	1	1	1	0	30
playerVirtual28	1.66	3	1	1	1	0	30
playerVirtual29	1.33	3	1	1	1	0	30
playerVirtual30	1.99	3	1	1	1	0	30
playerVirtual31	1.66	3	1	1	1	0	30
playerVirtual32	1.33	3	1	1	1	0	30
playerVirtual33	1.66	3	1	1	1	0	30
playerVirtual34	1.99	3	1	1	1	0	30
playerVirtual35	1.33	3	1	1	1	0	30
playerVirtual36	1.33	3	1	1	1	0	30
playerVirtual37	1.33	3	1	1	1	0	30
playerVirtual38	1.33	3	1	1	1	0	30
playerVirtual39	1.99	3	1	1	1	0	30
playerVirtual40	1.99	3	0	1	1	0	30
playerVirtual41	1.99	3	1	1	1	0	30
playerVirtual42	1.33	3	1	1	0	0	30
playerVirtual43	1.33	3	1	1	0	0	30
playerVirtual44	1.66	3	1	1	1	0	30
playerVirtual45	1.66	3	0	1	1	0	30
playerVirtual46	1.33	3	1	1	0	0	30
playerVirtual47	1.66	3	1	1	1	0	30
playerVirtual48	1.66	3	1	1	1	0	30
playerVirtual49	1.66	3	1	1	1	0	30
playerVirtual50	1.66	3	1	1	1	0	30
playerVirtual51	1.66	3	0	1	1	0	30
playerVirtual52	1.66	3	1	1	1	0	30
playerVirtual53	1.66	3	1	1	0	0	30
playerVirtual54	1.33	3	1	1	0	0	30
playerVirtual55	1.33	3	0	1	1	0	30
playerVirtual56	1.33	3	0	1	0	0	30
playerVirtual57	1.99	3	1	1	1	0	30
playerVirtual58	1.66	3	0	1	0	0	30
playerVirtual59	1.66	3	1	1	0	0	30
playerVirtual60	1.33	3	1	1	1	0	30
playerVirtual61	1.33	3	1	1	1	0	30
playerVirtual62	1.66	3	0	1	1	0	30
playerVirtual63	1.66	3	1	1	1	0	30
playerVirtual64	1.33	3	1	1	1	0	30
playerVirtual65	1.33	3	1	1	1	0	30
playerVirtual66	1.66	3	1	1	1	0	30
playerVirtual67	1.66	3	1	1	1	0	30
playerVirtual68	1.66	3	0	1	1	0	30
playerVirtual69	1.33	3	1	1	1	0	30
playerVirtual70	1.66	3	1	1	1	0	30
playerVirtual71	1.33	3	1	1	1	0	30
playerVirtual72	1.66	3	1	1	1	0	30
playerVirtual73	1.33	3	1	1	1	0	30
playerVirtual74	1.66	3	1	1	0	0	30
playerVirtual75	1.66	3	0	1	1	0	30
playerVirtual76	1.66	3	1	1	0	0	30
playerVirtual77	1.66	3	1	1	1	0	30
playerVirtual78	1.66	3	1	1	1	0	30
playerVirtual79	1.33	3	1	1	0	0	30
playerVirtual80	1.33	3	1	1	1	0	30
playerVirtual81	1.66	3	1	1	1	0	30
playerVirtual82	1.33	3	1	1	1	0	30
playerVirtual83	1.66	3	1	1	1	0	30
playerVirtual84	1.33	3	1	1	1	0	30
playerVirtual85	1.66	3	1	1	0	0	30
playerVirtual86	1.33	3	1	1	1	0	30
playerVirtual87	1.33	3	1	1	1	0	30
playerVirtual88	0	3	0	0	0	0	30
playerVirtual89	0	3	0	0	0	0	30
playerVirtual90	0	3	0	0	0	0	30
playerVirtual91	1.66	3	1	1	0	0	30
playerVirtual92	1.66	3	1	1	1	0	30
playerVirtual93	1.66	3	1	1	0	0	30
playerVirtual94	1.33	3	1	1	1	0	30
playerVirtual95	0	3	1	0	0	0	30
playerVirtual96	1.33	3	1	1	1	0	30
playerVirtual97	0	3	1	0	0	0	30
playerVirtual98	0	3	1	0	0	0	30
playerVirtual99	0	3	1	0	0	0	30
name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual0	1.99	4	1	1	1	0	30
playerVirtual1	1.99	4	1	1	1	0	30
playerVirtual2	1.99	4	1	1	1	0	30
playerVirtual3	1.66	4	1	1	0	0	30
playerVirtual4	1.99	4	1	1	1	0	30
playerVirtual5	1.33	4	1	1	1	0	30
playerVirtual6	1.66	4	1	1	1	0	30
playerVirtual7	1.66	4	1	1	0	0	30
playerVirtual8	1.99	4	1	1	1	0	30
playerVirtual9	1.33	4	1	1	0	0	30
playerVirtual10	1.33	4	1	1	0	0	30
playerVirtual11	1.33	4	1	1	1	0	30
playerVirtual12	1.66	4	1	1	1	0	30
playerVirtual13	1.66	4	1	1	0	0	30
playerVirtual14	1.66	4	1	1	0	0	30
playerVirtual15	1.99	4	1	1	0	0	30
playerVirtual16	1.66	4	1	1	1	0	30
playerVirtual17	1.66	4	1	1	1	0	30
playerVirtual18	1.33	4	1	1	1	0	30
playerVirtual19	1.33	4	1	1	1	0	30
playerVirtual20	1.66	4	1	1	1	0	30
playerVirtual21	1.66	4	1	1	1	0	30
playerVirtual22	1.33	4	1	1	1	0	30
playerVirtual23	1.66	4	1	1	0	0	30
playerVirtual24	1.66	4	1	1	1	0	30
playerVirtual25	1.33	4	1	1	1	0	30
playerVirtual26	1.66	4	1	1	1	0	30
playerVirtual27	1.33	4	1	1	1	0	30
playerVirtual28	1.66	3	1	1	0	0	30
playerVirtual29	1.33	3	1	1	1	0	30
playerVirtual30	1.99	3	1	1	1	0	30
playerVirtual31	1.66	3	1	1	1	0	30
playerVirtual32	1.33	3	1	1	1	0	30
playerVirtual33	1.66	3	1	1	1	0	30
playerVirtual34	1.99	3	1	1	1	0	30
playerVirtual35	1.33	3	1	1	1	0	30
playerVirtual36	1.33	3	1	1	1	0	30
playerVirtual37	1.33	3	1	1	1	0	30
playerVirtual38	1.33	3	1	1	1	0	30
playerVirtual39	1.99	3	1	1	1	0	30
playerVirtual40	1.99	3	0	1	1	0	30
playerVirtual41	1.99	3	1	1	1	0	30
playerVirtual42	1.33	3	1	1	0	0	30
playerVirtual43	1.33	3	1	1	0	0	30
playerVirtual44	1.66	3	1	1	0	0	30
playerVirtual45	1.66	3	0	1	1	0	30
playerVirtual46	1.33	3	1	1	0	0	30
playerVirtual47	1.66	3	1	1	1	0	30
playerVirtual48	1.66	3	1	1	1	0	30
playerVirtual49	1.66	3	1	1	1	0	30
playerVirtual50	1.66	3	1	1	1	0	30
playerVirtual51	1.66	3	0	1	1	0	30
playerVirtual52	1.66	3	1	1	1	0	30
playerVirtual53	1.66	3	1	1	0	0	30
playerVirtual54	1.33	3	1	1	0	0	30
playerVirtual55	1.33	3	0	1	1	0	30
playerVirtual56	1.33	3	0	1	0	0	30
playerVirtual57	1.99	3	1	1	1	0	30
playerVirtual58	1.66	3	0	1	0	0	30
playerVirtual59	1.66	3	1	1	0	0	30
playerVirtual60	1.33	3	1	1	1	0	30
playerVirtual61	1.33	3	1	1	1	0	30
playerVirtual62	1.66	3	0	1	1	0	30
playerVirtual63	1.66	3	1	1	1	0	30
playerVirtual64	1.33	3	1	1	1	0	30
playerVirtual65	1.33	3	1	1	1	0	30
playerVirtual66	1.66	3	1	1	1	0	30
playerVirtual67	1.66	3	1	1	1	0	30
playerVirtual68	1.66	3	0	1	1	0	30
playerVirtual69	1.33	3	1	1	1	0	30
playerVirtual70	1.66	3	1	1	1	0	30
playerVirtual71	1.33	3	1	1	0	0	30
playerVirtual72	1.66	3	1	1	1	0	30
playerVirtual73	1.33	3	1	1	1	0	30
playerVirtual74	1.66	3	1	1	0	0	30
playerVirtual75	1.66	3	0	1	1	0	30
playerVirtual76	1.66	3	1	1	0	0	30
playerVirtual77	1.66	3	1	1	1	0	30
playerVirtual78	1.66	3	1	1	1	0	30
playerVirtual79	1.33	3	1	1	0	0	30
playerVirtual80	1.33	3	1	1	1	0	30
playerVirtual81	1.66	3	1	1	1	0	30
playerVirtual82	1.33	3	1	1	0	0	30
playerVirtual83	1.66	3	1	1	1	0	30
playerVirtual84	1.33	3	1	1	1	0	30
playerVirtual85	1.66	3	1	1	0	0	30
playerVirtual86	1.33	3	1	1	1	0	30
playerVirtual87	1.33	3	1	1	1	0	30
playerVirtual88	0	3	0	1	1	0	30
playerVirtual89	0	3	0	1	0	0	30
playerVirtual90	0	3	0	1	0	0	30
playerVirtual91	1.66	3	1	2	1	0	30
playerVirtual92	1.66	3	1	2	2	0	30
playerVirtual93	1.66	3	1	2	1	0	30
playerVirtual94	1.33	3	1	2	2	0	30
playerVirtual95	0	3	1	1	1	0	30
playerVirtual96	1.33	3	1	1	0	0	30
playerVirtual97	0	3	1	1	1	0	30
playerVirtual98	0	3	1	1	1	0	30
playerVirtual99	0	3	1	1	0	0	30
name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual0	1.99	4	1	2	2	0	30
playerVirtual1	1.99	4	1	2	1	0	30
playerVirtual2	1.99	4	1	2	1	0	30
playerVirtual3	1.66	4	1	2	0	0	30
playerVirtual4	1.99	4	1	2	2	0	30
playerVirtual5	1.33	4	1	2	1	0	30
playerVirtual6	1.66	4	1	2	1	0	30
playerVirtual7	1.66	4	1	2	1	0	30
playerVirtual8	1.99	4	1	2	2	0	30
playerVirtual9	1.33	4	1	2	1	0	30
playerVirtual10	1.33	4	1	2	1	0	30
playerVirtual11	1.33	4	1	2	2	0	30
playerVirtual12	1.66	4	1	2	2	0	30
playerVirtual13	1.66	4	1	2	1	0	30
playerVirtual14	1.66	4	1	2	1	0	30
playerVirtual15	1.99	4	1	2	1	0	30
playerVirtual16	1.66	4	1	2	2	0	30
playerVirtual17	1.66	4	1	2	2	0	30
playerVirtual18	1.33	4	1	2	2	0	30
playerVirtual19	1.33	4	1	2	2	0	30
playerVirtual20	1.66	4	1	2	2	0	30
playerVirtual21	1.66	4	1	2	2	0	30
playerVirtual22	1.33	4	1	1	1	0	30
playerVirtual23	1.66	4	1	1	0	0	30
playerVirtual24	1.66	4	1	1	1	0	30
playerVirtual25	1.33	4	1	1	1	0	30
playerVirtual26	1.66	4	1	1	1	0	30
playerVirtual27	1.33	4	1	1	0	0	30
playerVirtual28	1.66	4	1	1	0	0	30
playerVirtual29	1.33	4	1	1	1	0	30
playerVirtual30	1.99	4	1	1	1	0	30
playerVirtual31	1.66	4	1	1	1	0	30
playerVirtual32	1.33	4	1	1	1	0	30
playerVirtual33	1.66	4	1	1	1	0	30
playerVirtual34	1.99	4	1	1	1	0	30
playerVirtual35	1.33	4	1	1	1	0	30
playerVirtual36	1.33	4	1	1	1	0	30
playerVirtual37	1.33	4	1	1	1	0	30
playerVirtual38	1.33	4	1	1	1	0	30
playerVirtual39	1.99	4	1	1	1	0	30
playerVirtual40	1.99	4	1	1	1	0	30
playerVirtual41	1.99	4	1	1	1	0	30
playerVirtual42	1.33	4	1	1	0	0	30
playerVirtual43	1.33	4	1	1	0	0	30
playerVirtual44	1.66	4	1	1	0	0	30
playerVirtual45	1.66	4	1	1	1	0	30
playerVirtual46	1.33	4	1	1	0	0	30
playerVirtual47	1.66	4	1	1	1	0	30
playerVirtual48	1.66	4	1	1	1	0	30
playerVirtual49	1.66	4	1	1	1	0	30
playerVirtual50	1.66	4	1	1	1	0	30
playerVirtual51	1.66	4	1	1	1	0	30
playerVirtual52	1.66	4	1	1	1	0	30
playerVirtual53	1.66	4	1	1	0	0	30
playerVirtual54	1.33	4	1	1	0	0	30
playerVirtual55	1.33	4	0	1	1	0	30
playerVirtual56	1.33	4	1	1	0	0	30
playerVirtual57	1.99	4	1	1	1	0	30
playerVirtual58	1.66	4	1	1	0	0	30
playerVirtual59	1.66	4	1	1	0	0	30
playerVirtual60	1.33	4	1	1	1	0	30
playerVirtual61	1.33	4	1	1	1	0	30
playerVirtual62	1.66	4	1	1	1	0	30
playerVirtual63	1.66	4	1	1	1	0	30
playerVirtual64	1.33	4	1	1	1	0	30
playerVirtual65	1.33	4	1	1	1	0	30
playerVirtual66	1.66	4	1	1	1	0	30
playerVirtual67	1.66	4	1	1	1	0	30
playerVirtual68	1.66	4	1	1	1	0	30
playerVirtual69	1.33	4	1	1	1	0	30
playerVirtual70	1.66	4	1	1	1	0	30
playerVirtual71	1.33	4	1	1	0	0	30
playerVirtual72	1.66	4	1	1	1	0	30
playerVirtual73	1.33	4	1	1	1	0	30
playerVirtual74	1.66	4	1	1	0	0	30
playerVirtual75	1.66	4	0	1	1	0	30
playerVirtual76	1.66	4	1	1	0	0	30
playerVirtual77	1.66	4	1	1	1	0	30
playerVirtual78	1.66	4	1	1	1	0	30
playerVirtual79	1.33	4	1	1	0	0	30
playerVirtual80	1.33	4	1	1	1	0	30
playerVirtual81	1.66	4	1	1	1	0	30
playerVirtual82	1.33	4	1	1	0	0	30
playerVirtual83	1.66	4	1	1	1	0	30
playerVirtual84	1.33	4	1	1	1	0	30
playerVirtual85	1.66	4	1	1	0	0	30
playerVirtual86	1.33	4	1	1	1	0	30
playerVirtual87	1.33	4	1	1	1	0	30
playerVirtual88	1.66	4	1	1	1	0	30
playerVirtual89	1.33	4	0	1	0	0	30
playerVirtual90	1.66	4	0	1	0	0	30
playerVirtual91	2.99	5	1	2	1	0	30
playerVirtual92	2.99	5	1	2	2	0	30
playerVirtual93	3.32	5	1	2	1	0	30
playerVirtual94	2.99	5	1	2	2	0	30
playerVirtual95	1.33	4	1	1	1	0	30
playerVirtual96	1.33	4	1	2	0	0	30
playerVirtual97	1.33	4	1	1	1	0	30
playerVirtual98	1.66	4	1	1	0	0	30
playerVirtual99	1.33	4	1	1	0	0	30
name	score	history	fairness	accepts	running	rejects	max_instance
playerVirtual0	3.65	6	1	2	2	0	30
playerVirtual1	3.98	6	1	2	1	0	30
playerVirtual2	3.98	6	1	2	1	0	30
playerVirtual3	3.65	6	1	2	0	0	30
playerVirtual4	3.32	6	1	2	2	0	30
playerVirtual5	3.32	6	1	2	1	0	30
playerVirtual6	3.65	6	1	2	1	0	30
playerVirtual7	2.99	6	1	2	1	0	30
playerVirtual8	3.32	6	1	2	2	0	30
playerVirtual9	3.32	6	1	2	0	0	30
playerVirtual10	2.99	6	1	2	0	0	30
playerVirtual11	3.32	6	1	2	1	0	30
playerVirtual12	3.32	6	1	2	1	0	30
playerVirtual13	3.65	6	1	2	0	0	30
playerVirtual14	3.65	6	1	2	0	0	30
playerVirtual15	3.98	6	1	2	0	0	30
playerVirtual16	3.65	6	1	2	1	0	30
playerVirtual17	2.99	6	1	2	2	0	30
playerVirtual18	2.66	6	1	2	2	0	30
playerVirtual19	3.32	6	1	2	1	0	30
playerVirtual20	2.99	6	1	2	2	0	30
playerVirtual21	3.65	6	1	2	1	0	30
playerVirtual22	1.33	5	1	2	1	0	30
playerVirtual23	1.66	5	1	2	0	0	30
playerVirtual24	1.66	5	1	2	1	0	30
playerVirtual25	1.33	5	1	2	1	0	30
playerVirtual26	1.66	5	1	2	1	0	30
playerVirtual27	1.33	5	1	2	1	0	30
playerVirtual28	1.66	5	1	2	1	0	30
playerVirtual29	1.33	5	1	2	2	0	30
playerVirtual30	1.99	5	1	2	2	0	30
playerVirtual31	1.66	5	1	2	2	0	30
playerVirtual32	1.33	5	1	2	2	0	30
playerVirtual33	1.66	5	1	2	2	0	30
playerVirtual34	1.99	5	1	2	2	0	30
playerVirtual35	1.33	5	1	2	2	0	30
playerVirtual36	1.33	5	1	2	2	0	30
playerVirtual37	1.33	5	1	2	2	0	30
playerVirtual38	1.33	5	1	2	2	0	30
playerVirtual39	1.99	5	1	2	2	0	30
playerVirtual40	1.99	5	1	2	2	0	30
playerVirtual41	1.99	5	1	1	1	0	30
playerVirtual42	1.33	5	1	1	0	0	30
playerVirtual43	1.33	5	1	1	0	0	30
playerVirtual44	1.66	5	1	1	0	0	30
playerVirtual45	1.66	5	1	1	1	0	30
playerVirtual46	1.33	5	1	1	0	0	30
playerVirtual47	1.66	5	1	1	1	0	30
playerVirtual48	1.66	5	1	1	1	0	30
playerVirtual49	1.66	5	1	1	1	0	30
playerVirtual50	1.66	5	1	1	1	0	30
playerVirtual51	1.66	5	1	1	1	0	30
playerVirtual52	1.66	5	1	1	1	0	30
playerVirtual53	1.66	5	1	1	0	0	30
playerVirtual54	1.33	5	1	1	0	0	30
playerVirtual55	1.33	5	1	1	1	0	30
playerVirtual56	1.33	5	1	1	0	0	30
playerVirtual57	1.99	5	1	1	1	0	30
playerVirtual58	1.66	5	1	1	0	0	30
playerVirtual59	1.66	5	1	1	0	0	30
playerVirtual60	1.33	5	1	1	1	0	30
playerVirtual61	1.33	5	1	1	1	0	30
playerVirtual62	1.66	5	1	1	1	0	30
playerVirtual63	1.66	5	1	1	0	0	30
playerVirtual64	1.33	5	1	1	1	0	30
playerVirtual65	1.33	5	1	1	1	0	30
playerVirtual66	1.66	5	1	1	1	0	30
playerVirtual67	1.66	5	1	1	1	0	30
playerVirtual68	1.66	5	1	1	1	0	30
playerVirtual69	1.33	5	1	1	1	0	30
playerVirtual70	1.66	5	1	1	1	0	30
playerVirtual71	1.33	5	1	1	0	0	30
playerVirtual72	1.66	5	1	1	1	0	30
playerVirtual73	1.33	5	1	1	1	0	30
playerVirtual74	1.66	5	1	1	0	0	30
playerVirtual75	1.66	5	1	1	1	0	30
playerVirtual76	1.66	5	1	1	0	0	30
playerVirtual77	1.66	5	1	1	1	0	30
playerVirtual78	1.66	5	1	1	1	0	30
playerVirtual79	1.33	5	1	1	0	0	30
playerVirtual80	1.33	5	1	1	1	0	30
playerVirtual81	1.66	5	1	1	1	0	30
playerVirtual82	1.33	5	1	1	0	0	30
