name	score	history	fairness
playerVirtual69	4.65	37	1
playerVirtual71	4.98	37	1
playerVirtual77	4.98	37	1
playerVirtual78	4.65	37	1
playerVirtual79	4.65	37	1
playerVirtual81	4.98	37	1
playerVirtual82	3.99	37	1
playerVirtual84	4.32	37	1
playerVirtual85	4.65	37	1
playerVirtual88	4.98	37	1
playerVirtual95	4.65	37	1
playerVirtual97	4.65	37	1
