NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
 0
playerVirtual8 1 1 99 10
playerVirtual8 2 1 99 10
playerVirtual8 3 1 99 10
playerVirtual8 4 1 99 10
playerVirtual8 5 1 99 10
playerVirtual8 6 1 99 10
playerVirtual8 7 1 99 10
playerVirtual8 8 1 99 10
playerVirtual8 8 1 99 10
playerVirtual8 9 1 99 10
playerVirtual8 10 1 99 10
playerVirtual8 11 1 99 10
playerVirtual8 12 1 99 10
playerVirtual8 13 1 99 10
playerVirtual8 14 1 99 10
playerVirtual8 15 1 99 10
playerVirtual8 16 0.857143 99 10
playerVirtual8 17 0.857143 99 10
playerVirtual8 18 0.857143 99 10
playerVirtual8 19 0.857143 99 10
playerVirtual8 20 0.857143 99 10
playerVirtual8 21 0.875 99 10
playerVirtual8 22 0.875 99 10
playerVirtual8 23 0.888889 99 10
playerVirtual8 24 0.888889 99 10
playerVirtual8 25 0.888889 99 10
playerVirtual8 26 0.888889 99 10
playerVirtual8 27 1 99 10
playerVirtual8 28 1 99 10
playerVirtual8 29 1 99 10
