NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
 0
playerVirtual0 1 1 99 10
playerVirtual0 2 1 99 10
playerVirtual0 3 1 99 10
playerVirtual0 4 1 99 10
playerVirtual0 5 1 99 10
playerVirtual0 6 1 99 10
playerVirtual0 7 1 99 10
playerVirtual0 7 1 99 10
playerVirtual0 8 1 99 10
playerVirtual0 9 1 99 10
playerVirtual0 10 1 99 10
playerVirtual0 11 1 99 10
playerVirtual0 12 1 99 10
playerVirtual0 13 1 99 10
playerVirtual0 14 1 99 10
playerVirtual0 15 1 99 10
playerVirtual0 16 1 99 10
playerVirtual0 17 1 99 10
playerVirtual0 18 1 99 10
playerVirtual0 19 1 99 10
playerVirtual0 20 1 99 10
playerVirtual0 21 1 99 10
playerVirtual0 22 1 99 10
playerVirtual0 23 1 99 10
playerVirtual0 24 1 99 10
playerVirtual0 25 1 99 10
playerVirtual0 26 1 99 10
playerVirtual0 27 1 99 10
playerVirtual0 28 1 99 10
playerVirtual0 29 1 99 10
