NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
 0
playerVirtual5 1 1 99 10
playerVirtual5 2 1 99 10
playerVirtual5 3 1 99 10
playerVirtual5 4 1 99 10
playerVirtual5 5 1 99 10
playerVirtual5 6 1 99 10
playerVirtual5 7 1 99 10
playerVirtual5 7 1 99 10
playerVirtual5 8 1 99 10
playerVirtual5 9 1 99 10
playerVirtual5 10 1 99 10
playerVirtual5 11 1 99 10
playerVirtual5 12 1 99 10
playerVirtual5 13 1 99 10
playerVirtual5 14 1 99 10
playerVirtual5 15 1 99 10
playerVirtual5 16 1 99 10
playerVirtual5 17 1 99 10
playerVirtual5 18 1 99 10
playerVirtual5 19 1 99 10
playerVirtual5 20 1 99 10
playerVirtual5 21 1 99 10
playerVirtual5 22 1 99 10
playerVirtual5 23 1 99 10
playerVirtual5 24 1 99 10
playerVirtual5 25 1 99 10
playerVirtual5 26 1 99 10
playerVirtual5 27 1 99 10
playerVirtual5 28 1 99 10
playerVirtual5 29 1 99 10
