SAMPLE PLAYERS SGF
0	0	0.000
1	10	0.000
2	11	0.500
3	12	0.698
4	13	0.746
5	14	0.803
6	15	0.863
7	16	0.810
8	17	0.864
9	18	0.870
10	19	0.863
11	20	0.859
12	21	0.848
13	22	0.869
14	23	0.826
15	24	0.849
16	25	0.851
17	26	0.852
18	27	0.820
19	28	0.846
20	29	0.843
21	30	0.861
22	31	0.856
23	32	0.846
24	33	0.848
25	34	0.850
26	35	0.813
27	36	0.825
28	37	0.822
29	38	0.827
