SAMPLE SI
1
2 0.000
3 0.667
4 0.500
5 0.600
6 0.667
7 0.667
8 0.667
9 0.667
10 0.667
11 0.667
12 0.667
13 0.667
14 0.667
15 0.571
16 0.571
17 0.571
18 0.571
19 0.571
20 0.571
21 0.571
22 0.500
23 0.500
24 0.500
25 0.500
26 0.500
27 0.500
28 0.444
29 0.444
30 0.444
