SAMPLE SI
1
2 0.000
3 0.667
4 0.750
5 0.800
6 0.833
7 0.714
8 0.714
9 0.625
10 0.625
11 0.556
12 0.556
13 0.556
14 0.556
15 0.556
16 0.500
17 0.500
18 0.600
19 0.600
20 0.600
21 0.600
22 0.546
23 0.636
24 0.636
25 0.636
26 0.636
27 0.636
28 0.636
29 0.583
30 0.583
