SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 14 0 0
5 18 0 0
6 24 0 0
7 29 0 0
8 34 0 0
9 39 0 0
10 41 0 3
11 47 0 3
12 51 0 3
13 52 0 5
14 52 0 8
15 56 0 9
16 54 0 12
17 55 0 15
18 59 0 15
19 61 0 18
20 59 0 21
21 60 0 24
22 59 0 27
23 62 0 27
24 66 0 29
25 62 0 33
26 60 0 36
27 59 0 38
28 60 1 39
29 59 1 40
30 64 1 42
