name	score	history	fairness
playerVirtual0	14.93	181	0.952381
playerVirtual1	47.8	187	0.789474
playerVirtual2	15.26	181	0.809524
playerVirtual3	21.9	187	0.857143
playerVirtual4	28.22	186	0.952381
playerVirtual5	42.47	186	0.8
playerVirtual6	13.59	180	0.347826
playerVirtual7	32.19	186	0.8
playerVirtual9	6.3	186	0.8
