name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual3	1	7.96	7	0.714286	6	6	2	6	1	0
playerVirtual4	1	10.3	6	1	7	6	0	6	1	0
playerVirtual5	1	10.29	6	0.625	7	6	1	6	1	0
playerVirtual6	3	1.32	0	0.625	2	2	2	2	1	1
playerVirtual7	1	8.63	6	0.714286	6	5	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	6	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	4.31	3	0.875	4	4	2	4	1	1
playerVirtual1	1	19.26	8	0.625	12	7	0	9	1	0
playerVirtual2	1	4.97	3	0.625	4	3	2	4	1	1
playerVirtual3	1	7.96	8	0.75	6	5	2	6	1	0
playerVirtual4	1	10.3	7	1	7	6	0	6	1	0
playerVirtual5	1	10.29	7	0.625	7	6	1	6	1	0
playerVirtual6	3	1.32	0	0.555556	2	2	2	2	1	0
playerVirtual7	1	10.29	7	0.714286	7	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	7	0.777778	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	5.97	3	0.888889	5	4	2	4	1	0
playerVirtual1	1	19.26	9	0.666667	12	7	0	9	1	0
playerVirtual2	1	6.3	3	0.625	5	4	2	4	1	0
playerVirtual3	1	9.62	9	0.75	7	6	2	6	1	0
playerVirtual4	1	10.3	8	1	7	6	0	6	1	0
playerVirtual5	1	10.29	8	0.625	7	6	1	6	1	0
playerVirtual6	3	1.32	1	0.5	2	2	2	2	1	0
playerVirtual7	1	10.29	8	0.714286	7	5	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	8	0.777778	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	5.97	4	0.888889	5	3	2	4	1	0
playerVirtual1	1	19.26	10	0.666667	12	7	0	9	1	0
playerVirtual2	1	6.3	4	0.666667	5	3	2	4	1	0
playerVirtual3	1	9.62	10	0.75	7	6	2	6	1	0
playerVirtual4	1	11.63	9	1	8	6	0	6	1	0
playerVirtual5	1	10.29	9	0.625	7	6	1	6	1	0
playerVirtual6	3	1.32	2	0.5	2	2	2	2	1	0
playerVirtual7	1	10.29	9	0.714286	7	5	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	9	0.777778	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	0	1	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	5	0.888889	6	4	2	4	1	0
playerVirtual1	1	21.25	11	0.7	13	7	0	9	1	0
playerVirtual2	1	7.96	5	0.666667	6	4	2	4	1	0
playerVirtual3	1	9.62	11	0.75	7	6	2	6	1	0
playerVirtual4	1	11.63	10	1	8	6	0	6	1	0
playerVirtual5	1	10.29	10	0.666667	7	6	1	6	1	0
playerVirtual6	3	1.32	3	0.5	2	2	2	2	1	0
playerVirtual7	1	11.62	10	0.75	8	5	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	10	0.8	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	0	2	0	0	0	0	0	1	0
playerVirtual19	3	0	1	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	6	0.888889	6	4	2	4	1	0
playerVirtual1	1	21.25	12	0.7	13	7	0	9	1	0
playerVirtual2	1	7.96	6	0.666667	6	4	2	4	1	0
playerVirtual3	1	9.62	12	0.777778	7	6	2	6	1	0
playerVirtual4	1	11.63	11	1	8	6	0	6	1	0
playerVirtual5	1	10.29	11	0.666667	7	6	1	6	1	0
playerVirtual6	3	1.32	4	0.5	2	2	2	2	1	0
playerVirtual7	1	13.61	11	0.75	9	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	11	0.8	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	0	3	0	0	0	0	0	1	0
playerVirtual19	3	0	2	0	0	0	0	0	1	0
playerVirtual20	3	0	1	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	7	0.9	6	4	2	4	1	0
playerVirtual1	1	25.9	13	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	7	0.666667	6	4	2	4	1	0
playerVirtual3	1	9.62	13	0.777778	7	6	2	6	1	0
playerVirtual4	1	11.63	12	0.888889	8	6	0	6	1	0
playerVirtual5	1	10.29	12	0.7	7	6	1	6	1	0
playerVirtual6	3	1.32	5	0.5	2	2	2	2	1	0
playerVirtual7	1	13.61	12	0.75	9	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	12	0.818182	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	-1	3	0	0	0	1	0	1	1
playerVirtual19	3	-1	2	0	0	0	1	0	1	1
playerVirtual20	3	0	2	0	0	0	0	0	1	0
playerVirtual21	3	0	1	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	8	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	14	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	8	0.6	6	4	2	4	1	0
playerVirtual3	1	9.62	14	0.777778	7	6	2	6	1	0
playerVirtual4	1	11.63	12	0.888889	8	6	0	6	1	0
playerVirtual5	1	10.29	12	0.7	7	6	1	6	1	0
playerVirtual6	3	1.32	6	0.454545	2	2	2	2	1	0
playerVirtual7	1	13.61	12	0.75	10	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	12	0.818182	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	-1	2	0	0	0	1	0	1	1
playerVirtual19	3	-1	1	0	0	0	1	0	1	1
playerVirtual20	3	-1	2	0	0	0	1	0	1	1
playerVirtual21	3	-1	1	0	0	0	1	0	1	1
playerVirtual22	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	8	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	14	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	8	0.6	6	4	2	4	1	0
playerVirtual3	1	9.62	14	0.777778	7	6	2	6	1	0
playerVirtual4	1	11.63	13	0.888889	8	6	0	6	1	0
playerVirtual5	1	10.29	13	0.7	7	6	1	6	1	0
playerVirtual6	3	0.32	7	0.454545	2	2	3	2	1	0
playerVirtual7	1	15.6	13	0.75	10	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	13	0.818182	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	-1	1	0	0	0	1	0	1	1
playerVirtual19	3	-1	0	0	0	0	1	0	1	1
playerVirtual20	3	-1	1	0	0	0	1	0	1	1
playerVirtual21	3	-1	0	0	0	0	1	0	1	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	9	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	15	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	9	0.6	6	4	2	4	1	0
playerVirtual3	1	9.62	15	0.777778	7	6	3	6	1	0
playerVirtual4	1	11.63	14	0.888889	8	6	0	6	1	0
playerVirtual5	1	10.29	14	0.636364	7	6	2	6	1	0
playerVirtual6	3	0.32	8	0.416667	2	2	3	2	1	0
playerVirtual7	1	15.6	14	0.75	10	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	14	0.818182	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	3	-2	0	0	0	0	2	0	1	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	3	-1	0	0	0	0	1	0	1	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	10	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	16	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	10	0.545455	6	4	2	4	1	0
playerVirtual3	1	8.62	16	0.777778	7	6	3	6	1	0
playerVirtual4	1	11.63	15	0.888889	8	6	0	6	1	0
playerVirtual5	1	9.29	15	0.636364	7	6	2	6	1	0
playerVirtual6	3	0.32	9	0.416667	2	2	3	2	1	0
playerVirtual7	1	15.6	15	0.666667	10	5	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	15	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	4	-2	0	0	0	0	2	0	0	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	4	-1	0	0	0	0	1	0	0	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	4	-1	0	0	0	0	1	0	0	1
playerVirtual25	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	11	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	17	0.636364	16	9	0	9	1	0
playerVirtual2	1	7.96	11	0.545455	6	4	2	4	1	0
playerVirtual3	1	8.62	17	0.7	7	6	3	6	1	0
playerVirtual4	1	11.63	16	0.888889	8	6	0	6	1	0
playerVirtual5	1	9.29	16	0.636364	7	6	2	6	1	0
playerVirtual6	3	0.32	10	0.416667	2	2	3	2	1	0
playerVirtual7	1	15.6	16	0.666667	11	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	16	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	4	-2	0	0	0	0	2	0	0	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	4	-1	0	0	0	0	1	0	0	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	4	-1	0	0	0	0	1	0	0	1
playerVirtual25	4	-1	0	0	0	0	1	0	0	1
playerVirtual26	3	-1	0	0	0	0	1	0	1	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	12	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	18	0.666667	16	9	0	9	1	0
playerVirtual2	1	7.96	12	0.545455	6	4	2	4	1	0
playerVirtual3	1	8.62	18	0.7	7	6	3	6	1	0
playerVirtual4	1	11.63	17	0.8	8	6	0	6	1	0
playerVirtual5	1	9.29	17	0.636364	8	6	2	6	1	0
playerVirtual6	3	0.32	11	0.416667	2	2	3	2	1	0
playerVirtual7	1	17.59	17	0.666667	11	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	17	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	4	-2	0	0	0	0	2	0	0	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	4	-1	0	0	0	0	1	0	0	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	4	-1	0	0	0	0	1	0	0	1
playerVirtual25	4	-1	0	0	0	0	1	0	0	1
playerVirtual26	3	-1	0	0	0	0	1	0	1	1
playerVirtual27	3	0	0	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	13	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	19	0.666667	16	9	0	9	1	0
playerVirtual2	1	7.96	13	0.545455	6	4	2	4	1	0
playerVirtual3	1	8.62	19	0.727273	7	6	3	6	1	0
playerVirtual4	1	11.63	18	0.8	8	6	0	6	1	0
playerVirtual5	1	11.28	18	0.636364	8	6	2	6	1	0
playerVirtual6	3	0.32	11	0.416667	2	2	3	2	1	0
playerVirtual7	1	17.59	18	0.666667	11	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	18	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	4	-2	0	0	0	0	2	0	0	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	4	-1	0	0	0	0	1	0	0	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	4	-1	0	0	0	0	1	0	0	1
playerVirtual25	4	-1	0	0	0	0	1	0	0	1
playerVirtual26	4	-1	0	0	0	0	1	0	0	1
playerVirtual27	3	0	1	0	0	0	1	0	1	0
playerVirtual28	3	0	0	0	0	0	1	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	14	0.909091	6	4	2	4	1	0
playerVirtual1	1	25.9	20	0.666667	17	9	0	9	1	0
playerVirtual2	1	7.96	14	0.545455	6	4	2	4	1	0
playerVirtual3	1	8.62	20	0.727273	7	6	3	6	1	0
playerVirtual4	1	11.63	19	0.8	8	6	0	6	1	0
playerVirtual5	1	11.28	19	0.583333	8	5	2	6	1	0
playerVirtual6	3	0.32	12	0.416667	2	2	3	2	1	0
playerVirtual7	1	17.59	19	0.6	11	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	19	0.75	5	5	2	5	1	0
playerVirtual10	4	-3	0	0.25	0	0	3	0	0	1
playerVirtual11	4	-3	0	0	0	0	3	0	0	1
playerVirtual12	4	-3	0	0	0	0	3	0	0	1
playerVirtual13	4	-2	0	0	0	0	2	0	0	1
playerVirtual14	4	-3	0	0	0	0	3	0	0	1
playerVirtual15	4	-1	0	0	0	0	1	0	0	1
playerVirtual16	4	-1	0	0	0	0	1	0	0	1
playerVirtual17	4	-1	0	0	0	0	1	0	0	1
playerVirtual18	4	-2	0	0	0	0	2	0	0	1
playerVirtual19	4	-2	0	0	0	0	2	0	0	1
playerVirtual20	4	-1	0	0	0	0	1	0	0	1
playerVirtual21	4	-1	0	0	0	0	1	0	0	1
playerVirtual22	4	-1	0	0	0	0	1	0	0	1
playerVirtual23	4	-1	0	0	0	0	1	0	0	1
playerVirtual24	4	-1	0	0	0	0	1	0	0	1
playerVirtual25	4	-1	0	0	0	0	1	0	0	1
playerVirtual26	4	-1	0	0	0	0	1	0	0	1
playerVirtual27	3	-1	1	0	0	0	1	0	1	1
playerVirtual28	3	-1	0	0	0	0	1	0	1	1
playerVirtual29	3	0	0	0	0	0	0	0	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual0	1	7.63	15	0.909091	6	4	2	4	1	0
playerVirtual1	1	27.89	21	0.666667	17	9	0	9	1	0
playerVirtual2	1	7.96	15	0.583333	6	4	2	4	1	0
playerVirtual3	1	8.62	21	0.727273	7	6	3	6	1	0
playerVirtual4	1	11.63	20	0.8	8	6	0	6	1	0
playerVirtual5	1	11.28	20	0.583333	9	6	2	6	1	0
playerVirtual6	3	0.32	13	0.416667	2	2	3	2	1	0
playerVirtual7	1	17.59	20	0.6	11	6	1	6	1	0
playerVirtual8	4	-0.01	0	0.428571	2	1	3	1	0	1
playerVirtual9	1	6.3	20	0.75	5	5	2	5	1	0
