2017-01-31_19:40:21; 100.0
2017-01-31_19:41:36; 100.0
2017-01-31_19:44:45; 100.0
2017-01-31_19:46:09; 100.0
2017-01-31_19:49:44; 100.0
2017-01-31_19:52:51; 100.0
2017-01-31_19:58:23; 100.0
2017-01-31_20:00:29; 100.0
2017-01-31_20:07:15; 100.0
2017-01-31_20:11:52; 100.0
2017-01-31_20:21:08; 100.0
2017-01-31_20:30:03; 100.0
2017-01-31_20:38:34; 100.0
2017-01-31_20:50:30; 100.0
2017-01-31_21:00:32; 100.0
2017-01-31_21:14:03; 100.0
2017-01-31_21:23:06; 100.0
2017-01-31_21:36:44; 100.0
2017-01-31_21:47:16; 100.0
2017-01-31_22:00:54; 100.0
2017-01-31_22:13:29; 100.0
2017-01-31_22:27:07; 100.0
2017-01-31_22:40:36; 100.0
2017-01-31_22:55:21; 100.0
2017-01-31_23:08:51; 100.0
2017-01-31_23:24:48; 100.0
2017-01-31_23:38:17; 100.0
2017-01-31_23:56:59; 100.0
2017-02-01_00:10:29; 100.0
2017-02-01_00:31:57; 100.0
2017-02-01_00:46:38; 100.0
2017-02-01_01:07:06; 100.0
2017-02-01_01:24:11; 100.0
2017-02-01_01:45:13; 100.0
2017-02-01_02:01:17; 100.0
2017-02-01_02:24:20; 100.0
2017-02-01_02:40:25; 100.0
2017-02-01_03:05:54; 100.0
2017-02-01_03:23:00; 100.0
2017-02-01_03:47:29; 100.0
2017-02-01_04:04:56; 100.0
2017-02-01_04:31:55; 100.0
2017-02-01_04:51:34; 100.0
2017-02-01_05:19:01; 100.0
2017-02-01_05:39:14; 100.0
2017-02-01_06:05:40; 100.0
2017-02-01_06:26:47; 100.0
2017-02-01_06:53:14; 100.0
2017-02-01_07:17:01; 100.0
2017-02-01_07:48:37; 100.0
2017-02-01_08:11:27; 100.0
2017-02-01_08:44:26; 100.0
2017-02-01_09:10:37; 100.0
2017-02-01_09:43:35; 100.0
2017-02-01_10:11:39; 100.0
2017-02-01_10:45:08; 100.0
2017-02-01_11:13:12; 100.0
2017-02-01_11:48:05; 100.0
2017-02-01_12:16:10; 100.0
2017-02-01_12:52:49; 100.0
2017-02-01_13:20:54; 100.0
2017-02-01_13:59:23; 100.0
2017-02-01_14:27:28; 100.0
2017-02-01_15:07:47; 100.0
