2017-01-31_19:40:34; 100.0
2017-01-31_19:42:00; 100.0
2017-01-31_19:45:05; 100.0
2017-01-31_19:46:35; 100.0
2017-01-31_19:50:14; 100.0
2017-01-31_19:53:21; 100.0
2017-01-31_19:58:58; 100.0
2017-01-31_20:02:47; 100.0
2017-01-31_20:08:16; 100.0
2017-01-31_20:11:36; 100.0
2017-01-31_20:18:03; 100.0
2017-01-31_20:25:51; 100.0
2017-01-31_20:34:57; 100.0
2017-01-31_20:46:59; 100.0
2017-01-31_20:56:05; 100.0
2017-01-31_21:08:05; 100.0
2017-01-31_21:17:11; 100.0
2017-01-31_21:30:45; 100.0
2017-01-31_21:39:51; 100.0
2017-01-31_21:55:37; 100.0
2017-01-31_22:04:44; 100.0
2017-01-31_22:22:30; 100.0
2017-01-31_22:31:36; 100.0
2017-01-31_22:51:19; 100.0
2017-01-31_23:00:47; 100.0
2017-01-31_23:20:19; 100.0
2017-01-31_23:30:57; 100.0
2017-01-31_23:50:28; 100.0
2017-02-01_00:02:12; 100.0
2017-02-01_00:23:47; 100.0
2017-02-01_00:35:31; 100.0
2017-02-01_01:00:04; 100.0
2017-02-01_01:12:33; 100.0
2017-02-01_01:36:07; 100.0
2017-02-01_01:50:20; 100.0
2017-02-01_02:13:53; 100.0
2017-02-01_02:31:11; 100.0
2017-02-01_02:54:46; 100.0
2017-02-01_03:12:57; 100.0
2017-02-01_03:37:35; 100.0
2017-02-01_03:54:46; 100.0
2017-02-01_04:21:54; 100.0
2017-02-01_04:39:20; 100.0
2017-02-01_05:05:27; 100.0
2017-02-01_05:24:28; 100.0
2017-02-01_05:50:35; 100.0
2017-02-01_06:10:09; 100.0
2017-02-01_06:38:22; 100.0
2017-02-01_06:57:55; 100.0
2017-02-01_07:27:43; 100.0
2017-02-01_07:47:16; 100.0
2017-02-01_08:21:04; 100.0
2017-02-01_08:42:31; 100.0
2017-02-01_09:21:03; 100.0
2017-02-01_09:44:26; 100.0
2017-02-01_10:21:57; 100.0
2017-02-01_10:46:12; 100.0
2017-02-01_11:23:44; 100.0
2017-02-01_11:49:21; 100.0
2017-02-01_12:26:52; 100.0
2017-02-01_12:54:32; 100.0
2017-02-01_13:32:03; 100.0
2017-02-01_14:02:28; 100.0
2017-02-01_14:39:59; 100.0
