2017-01-31_19:39:31; 0.0
2017-01-31_19:40:41; 50.0
2017-01-31_19:42:57; 66.0
2017-01-31_19:45:13; 75.0
2017-01-31_19:47:37; 80.0
2017-01-31_19:51:41; 83.0
2017-01-31_19:54:28; 85.0
2017-01-31_19:58:48; 87.0
2017-01-31_20:02:51; 88.0
2017-01-31_20:08:26; 80.0
2017-01-31_20:12:18; 72.0
2017-01-31_20:21:30; 75.0
2017-01-31_20:32:04; 76.0
2017-01-31_20:43:00; 78.0
2017-01-31_20:51:33; 80.0
2017-01-31_21:04:23; 81.0
2017-01-31_21:12:57; 82.0
2017-01-31_21:26:10; 83.0
2017-01-31_21:34:44; 84.0
2017-01-31_21:49:53; 85.0
2017-01-31_21:58:28; 85.0
2017-01-31_22:15:40; 86.0
2017-01-31_22:24:15; 86.0
2017-01-31_22:43:28; 87.0
2017-01-31_22:52:04; 88.0
2017-01-31_23:13:09; 88.0
2017-01-31_23:22:26; 85.0
2017-01-31_23:43:32; 85.0
2017-01-31_23:52:50; 86.0
2017-02-01_00:15:54; 86.0
2017-02-01_00:25:11; 87.0
2017-02-01_00:50:09; 87.0
2017-02-01_00:59:27; 87.0
2017-02-01_01:25:58; 88.0
2017-02-01_01:35:15; 88.0
2017-02-01_02:04:40; 88.0
2017-02-01_02:15:50; 89.0
2017-02-01_02:44:15; 89.0
2017-02-01_02:57:33; 89.0
2017-02-01_03:26:10; 90.0
2017-02-01_03:38:29; 90.0
2017-02-01_04:09:43; 90.0
2017-02-01_04:23:57; 90.0
2017-02-01_04:55:08; 90.0
2017-02-01_05:08:23; 91.0
2017-02-01_05:41:20; 91.0
2017-02-01_05:54:34; 91.0
2017-02-01_06:29:49; 91.0
2017-02-01_06:44:14; 91.0
2017-02-01_07:18:29; 92.0
2017-02-01_07:38:48; 92.0
2017-02-01_08:15:04; 92.0
2017-02-01_08:36:25; 92.0
2017-02-01_09:12:11; 92.0
2017-02-01_09:36:56; 92.0
2017-02-01_10:12:41; 92.0
2017-02-01_10:38:34; 92.0
2017-02-01_11:14:20; 93.0
2017-02-01_11:42:40; 93.0
2017-02-01_12:20:40; 93.0
2017-02-01_12:48:36; 93.0
2017-02-01_13:25:37; 93.0
2017-02-01_13:55:24; 93.0
2017-02-01_14:32:24; 93.0
