2017-01-31_19:40:34; 1
2017-01-31_19:42:00; 2
2017-01-31_19:45:05; 3
2017-01-31_19:46:35; 4
2017-01-31_19:50:14; 5
2017-01-31_19:53:21; 6
2017-01-31_19:58:58; 7
2017-01-31_20:02:47; 8
2017-01-31_20:08:16; 9
2017-01-31_20:11:36; 10
2017-01-31_20:18:03; 11
2017-01-31_20:25:51; 12
2017-01-31_20:34:57; 13
2017-01-31_20:46:59; 14
2017-01-31_20:56:05; 15
2017-01-31_21:08:05; 16
2017-01-31_21:17:11; 17
2017-01-31_21:30:45; 18
2017-01-31_21:39:51; 19
2017-01-31_21:55:37; 20
2017-01-31_22:04:44; 21
2017-01-31_22:22:30; 22
2017-01-31_22:31:36; 23
2017-01-31_22:51:19; 24
2017-01-31_23:00:47; 25
2017-01-31_23:20:19; 26
2017-01-31_23:30:57; 27
2017-01-31_23:50:28; 28
2017-02-01_00:02:12; 29
2017-02-01_00:23:47; 30
2017-02-01_00:35:31; 31
2017-02-01_01:00:04; 32
2017-02-01_01:12:33; 33
2017-02-01_01:36:07; 34
2017-02-01_01:50:20; 35
2017-02-01_02:13:53; 36
2017-02-01_02:31:11; 37
2017-02-01_02:54:46; 38
2017-02-01_03:12:57; 39
2017-02-01_03:37:35; 40
2017-02-01_03:54:46; 41
2017-02-01_04:21:54; 42
2017-02-01_04:39:20; 43
2017-02-01_05:05:27; 44
2017-02-01_05:24:28; 45
2017-02-01_05:50:35; 46
2017-02-01_06:10:09; 47
2017-02-01_06:38:22; 48
2017-02-01_06:57:55; 49
2017-02-01_07:27:43; 50
2017-02-01_07:47:16; 51
2017-02-01_08:21:04; 52
2017-02-01_08:42:31; 53
2017-02-01_09:21:03; 54
2017-02-01_09:44:26; 55
2017-02-01_10:21:57; 56
2017-02-01_10:46:12; 57
2017-02-01_11:23:44; 58
2017-02-01_11:49:21; 59
2017-02-01_12:26:52; 60
2017-02-01_12:54:32; 61
2017-02-01_13:32:03; 62
2017-02-01_14:02:28; 63
2017-02-01_14:39:59; 64
