2017-01-31_19:40:42; 1
2017-01-31_19:43:45; 2
2017-01-31_19:45:14; 3
2017-01-31_19:48:26; 4
2017-01-31_19:51:42; 5
2017-01-31_19:56:19; 6
2017-01-31_19:58:50; 7
2017-01-31_20:04:45; 8
2017-01-31_20:09:29; 9
2017-01-31_20:16:40; 10
2017-01-31_20:20:37; 11
2017-01-31_20:33:45; 12
2017-01-31_20:38:47; 13
2017-01-31_20:54:18; 14
2017-01-31_20:59:20; 15
2017-01-31_21:15:44; 16
2017-01-31_21:21:34; 17
2017-01-31_21:37:57; 18
2017-01-31_21:45:58; 19
2017-01-31_22:02:21; 20
2017-01-31_22:13:19; 21
2017-01-31_22:31:37; 22
2017-01-31_22:43:09; 23
2017-01-31_23:00:29; 24
2017-01-31_23:11:02; 25
2017-01-31_23:30:09; 26
2017-01-31_23:40:42; 27
2017-01-31_23:59:56; 28
2017-02-01_00:14:50; 29
2017-02-01_00:34:57; 30
2017-02-01_00:48:50; 31
2017-02-01_01:09:14; 32
2017-02-01_01:25:32; 33
2017-02-01_01:45:56; 34
2017-02-01_02:03:32; 35
2017-02-01_02:23:56; 36
2017-02-01_02:41:40; 37
2017-02-01_03:04:39; 38
2017-02-01_03:22:22; 39
2017-02-01_03:46:52; 40
2017-02-01_04:04:36; 41
2017-02-01_04:30:14; 42
2017-02-01_04:47:57; 43
2017-02-01_05:15:04; 44
2017-02-01_05:34:24; 45
2017-02-01_06:01:31; 46
2017-02-01_06:21:25; 47
2017-02-01_06:49:58; 48
2017-02-01_07:09:52; 49
2017-02-01_07:44:20; 50
2017-02-01_08:06:56; 51
2017-02-01_08:40:23; 52
2017-02-01_09:05:53; 53
2017-02-01_09:39:20; 54
2017-02-01_10:05:01; 55
2017-02-01_10:40:12; 56
2017-02-01_11:07:16; 57
2017-02-01_11:42:27; 58
2017-02-01_12:11:04; 59
2017-02-01_12:46:15; 60
2017-02-01_13:16:58; 61
2017-02-01_13:52:10; 62
2017-02-01_14:24:27; 63
2017-02-01_14:59:38; 64
