NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
playerVirtual5 0 0 0 0
playerVirtual5 1 1 6 6
playerVirtual5 2 0.333333 6 12
playerVirtual5 3 0.333333 6 18
playerVirtual5 4 0.25 6 24
playerVirtual5 5 0.25 6 30
playerVirtual5 6 0.25 6 36
playerVirtual5 7 0.25 6 42
playerVirtual5 8 0.25 6 48
playerVirtual5 9 0.2 6 54
playerVirtual5 10 0.2 6 60
playerVirtual5 11 0.2 6 66
playerVirtual5 12 0.2 6 72
playerVirtual5 13 0.2 6 78
playerVirtual5 14 0.2 6 84
playerVirtual5 15 0.2 6 90
playerVirtual5 16 0.2 6 90
playerVirtual5 17 0.2 6 90
playerVirtual5 18 0.2 6 90
playerVirtual5 19 0.2 6 90
playerVirtual5 20 0.2 6 90
playerVirtual5 21 0.166667 6 90
playerVirtual5 22 0.166667 6 90
playerVirtual5 23 0.166667 6 90
playerVirtual5 24 0.166667 6 90
playerVirtual5 25 0.166667 6 90
playerVirtual5 26 0.166667 6 90
playerVirtual5 27 0.166667 6 90
playerVirtual5 28 0.285714 6 90
playerVirtual5 29 0.285714 6 90
playerVirtual5 30 0.285714 6 90
playerVirtual5 31 0.285714 6 90
playerVirtual5 32 0.285714 6 90
playerVirtual5 33 0.285714 6 90
playerVirtual5 34 0.285714 6 90
playerVirtual5 35 0.285714 6 90
playerVirtual5 36 0.285714 6 90
playerVirtual5 37 0.285714 6 90
playerVirtual5 38 0.285714 6 90
playerVirtual5 39 0.285714 6 90
playerVirtual5 40 0.285714 6 90
playerVirtual5 41 0.285714 6 90
playerVirtual5 42 0.285714 6 90
playerVirtual5 43 0.285714 6 90
playerVirtual5 44 0.285714 6 90
playerVirtual5 45 0.285714 6 90
playerVirtual5 46 0.285714 6 90
playerVirtual5 47 0.285714 6 90
playerVirtual5 48 0.285714 6 90
playerVirtual5 49 0.285714 6 90
playerVirtual5 50 0.285714 6 90
