NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
playerVirtual0 0 0 0 0
playerVirtual0 1 1 4 6
playerVirtual0 2 0.333333 4 12
playerVirtual0 3 0.333333 4 18
playerVirtual0 4 0.25 4 24
playerVirtual0 5 0.25 4 30
playerVirtual0 6 0.2 4 36
playerVirtual0 7 0.2 4 42
playerVirtual0 8 0.2 4 48
playerVirtual0 9 0.166667 4 54
playerVirtual0 10 0.166667 4 60
playerVirtual0 11 0.166667 4 66
playerVirtual0 12 0.166667 4 72
playerVirtual0 13 0.166667 4 78
playerVirtual0 14 0.166667 4 84
playerVirtual0 15 0.166667 4 90
playerVirtual0 16 0.166667 4 90
playerVirtual0 17 0.166667 4 90
playerVirtual0 18 0.166667 4 90
playerVirtual0 19 0.166667 4 90
playerVirtual0 20 0.166667 4 90
playerVirtual0 21 0.142857 4 90
playerVirtual0 22 0.142857 4 90
playerVirtual0 23 0.142857 4 90
playerVirtual0 24 0.142857 4 90
playerVirtual0 25 0.142857 4 90
playerVirtual0 26 0.142857 4 90
playerVirtual0 27 0.142857 4 90
playerVirtual0 28 0.142857 4 90
playerVirtual0 29 0.142857 4 90
playerVirtual0 30 0.142857 4 90
playerVirtual0 31 0.142857 4 90
playerVirtual0 32 0.142857 4 90
playerVirtual0 33 0.142857 4 90
playerVirtual0 34 0.142857 4 90
playerVirtual0 35 0.25 4 90
playerVirtual0 36 0.25 4 90
playerVirtual0 37 0.25 4 90
playerVirtual0 38 0.25 4 90
playerVirtual0 39 0.25 4 90
playerVirtual0 40 0.25 4 90
playerVirtual0 41 0.25 4 90
playerVirtual0 42 0.25 4 90
playerVirtual0 43 0.25 4 90
playerVirtual0 44 0.25 4 90
playerVirtual0 45 0.25 4 90
playerVirtual0 46 0.25 4 90
playerVirtual0 47 0.25 4 90
playerVirtual0 48 0.25 4 90
playerVirtual0 49 0.25 4 90
playerVirtual0 50 0.25 4 90
