2017-01-31_19:39:28;0;0;1
2017-01-31_19:39:35;0;0;1
2017-01-31_19:39:35;0;0;1
2017-01-31_19:39:41;0;0;1
2017-01-31_19:39:42;0;0;1
2017-01-31_19:39:52;0;0;1
2017-01-31_19:40:00;0;0;1
2017-01-31_19:40:15;0;0;1
2017-01-31_19:40:25;0;0;1
2017-01-31_19:40:36;0;0;1
2017-01-31_19:40:52;0;1;1
2017-01-31_19:41:00;0;1;1
2017-01-31_19:41:08;0;1;1
2017-01-31_19:41:57;0;1;1
2017-01-31_19:42:45;0;1;1
2017-01-31_19:43:02;0;1;1
2017-01-31_19:43:12;0;1;1
2017-01-31_19:43:25;0;1;1
2017-01-31_19:43:37;0;1;1
2017-01-31_19:43:45;0;1;1
2017-01-31_19:43:55;1;1;1
2017-01-31_19:44:05;1;1;1
2017-01-31_19:44:06;1;1;1
2017-01-31_19:44:14;1;1;1
2017-01-31_19:44:15;1;1;1
2017-01-31_19:44:25;1;1;1
2017-01-31_19:44:33;1;1;1
2017-01-31_19:44:49;1;1;1
2017-01-31_19:44:59;1;1;1
2017-01-31_19:45:09;1;2;1
2017-01-31_19:45:27;1;2;1
2017-01-31_19:45:35;1;2;1
2017-01-31_19:45:44;1;2;1
2017-01-31_19:46:37;1;2;1
2017-01-31_19:47:26;1;2;1
2017-01-31_19:47:49;1;2;1
2017-01-31_19:47:59;1;2;1
2017-01-31_19:48:20;1;2;1
2017-01-31_19:48:33;1;2;1
2017-01-31_19:48:45;1;2;2
2017-01-31_19:48:54;1;2;2
2017-01-31_19:49:15;1;2;2
2017-01-31_19:49:20;1;2;2
2017-01-31_19:50:41;1;2;2
2017-01-31_19:50:42;1;2;2
2017-01-31_19:50:56;1;2;2
2017-01-31_19:51:08;1;2;2
2017-01-31_19:51:27;1;2;2
2017-01-31_19:51:51;1;2;2
2017-01-31_19:52:11;1;3;2
2017-01-31_19:52:21;1;3;2
2017-01-31_19:52:32;1;3;2
2017-01-31_19:53:28;1;3;2
2017-01-31_19:54:24;1;3;2
2017-01-31_19:55:19;1;3;2
2017-01-31_19:55:57;1;3;2
2017-01-31_19:56:25;1;3;2
2017-01-31_19:57:23;1;3;2
2017-01-31_19:57:38;2;3;2
2017-01-31_19:57:58;2;3;2
2017-01-31_19:58:13;2;3;2
2017-01-31_19:59:11;2;3;2
2017-01-31_19:59:29;2;3;2
2017-01-31_19:59:59;2;3;2
2017-01-31_20:01:26;2;3;2
2017-01-31_20:01:47;2;3;2
2017-01-31_20:01:51;2;3;2
2017-01-31_20:03:45;2;3;2
2017-01-31_20:04:06;2;3;2
2017-01-31_20:04:15;2;3;2
2017-01-31_20:04:54;2;3;2
2017-01-31_20:06:15;2;3;2
2017-01-31_20:06:16;2;4;2
2017-01-31_20:07:44;2;4;2
2017-01-31_20:08:15;2;4;2
2017-01-31_20:08:29;2;4;2
2017-01-31_20:09:59;2;4;2
2017-01-31_20:10:18;2;4;2
2017-01-31_20:10:52;3;4;2
2017-01-31_20:12:02;3;4;2
2017-01-31_20:12:18;3;4;2
2017-01-31_20:15:40;3;4;2
2017-01-31_20:15:41;3;4;2
2017-01-31_20:16:40;3;5;2
2017-01-31_20:20:08;3;5;2
2017-01-31_20:20:31;3;5;2
2017-01-31_20:22:53;3;5;2
2017-01-31_20:24:05;3;5;2
2017-01-31_20:24:42;3;5;2
2017-01-31_20:25:17;3;6;2
2017-01-31_20:27:58;3;6;2
2017-01-31_20:29:04;3;6;2
2017-01-31_20:30:04;3;6;2
2017-01-31_20:32:45;3;6;2
2017-01-31_20:33:46;3;6;2
2017-01-31_20:34:58;3;6;2
2017-01-31_20:36:55;3;6;2
2017-01-31_20:42:00;3;6;2
2017-01-31_20:44:31;3;6;2
2017-01-31_20:44:59;3;6;2
2017-01-31_20:45:00;3;6;2
2017-01-31_20:48:50;3;6;2
2017-01-31_20:49:30;3;6;2
2017-01-31_20:50:45;3;6;2
2017-01-31_20:51:28;3;6;2
2017-01-31_20:53:18;3;6;3
2017-01-31_20:56:42;3;6;3
2017-01-31_20:59:32;3;6;3
2017-01-31_21:01:04;3;6;3
2017-01-31_21:03:23;3;6;3
2017-01-31_21:03:25;3;6;3
2017-01-31_21:07:24;3;6;4
2017-01-31_21:08:05;3;6;4
2017-01-31_21:09:50;3;6;4
2017-01-31_21:10:41;3;6;4
2017-01-31_21:13:04;3;6;4
2017-01-31_21:13:13;3;6;4
2017-01-31_21:15:44;3;6;4
2017-01-31_21:21:34;3;6;4
2017-01-31_21:22:43;3;6;5
2017-01-31_21:23:45;3;6;5
2017-01-31_21:26:10;3;6;5
2017-01-31_21:27:16;3;6;5
2017-01-31_21:30:45;3;6;5
2017-01-31_21:33:09;3;6;5
2017-01-31_21:36:33;3;6;5
2017-01-31_21:39:35;3;6;5
2017-01-31_21:43:43;3;6;5
2017-01-31_21:45:58;3;6;5
2017-01-31_21:46:40;3;6;5
2017-01-31_21:47:17;3;6;6
2017-01-31_21:49:54;3;6;6
2017-01-31_21:52:22;3;6;6
2017-01-31_21:55:38;3;6;6
2017-01-31_21:57:47;3;6;6
2017-01-31_21:59:52;3;6;6
2017-01-31_22:02:08;3;6;6
2017-01-31_22:05:22;3;6;6
2017-01-31_22:12:19;3;6;6
2017-01-31_22:12:40;3;6;6
2017-01-31_22:13:29;3;6;6
2017-01-31_22:15:15;3;6;6
2017-01-31_22:15:40;3;6;6
2017-01-31_22:19:26;3;6;6
2017-01-31_22:22:30;3;6;6
2017-01-31_22:26:56;3;6;6
2017-01-31_22:30:37;3;6;6
2017-01-31_22:31:42;3;6;6
2017-01-31_22:32:56;3;6;6
2017-01-31_22:42:10;3;6;6
2017-01-31_22:43:29;3;6;7
2017-01-31_22:48:19;3;6;7
2017-01-31_22:50:19;3;6;7
2017-01-31_22:52:58;3;6;7
2017-01-31_22:54:12;3;6;7
2017-01-31_22:54:52;3;6;7
2017-01-31_22:55:22;3;6;7
2017-01-31_23:01:25;3;6;7
2017-01-31_23:02:26;3;6;7
2017-01-31_23:03:50;3;7;7
2017-01-31_23:07:01;3;7;7
2017-01-31_23:11:18;3;7;7
2017-01-31_23:12:09;3;7;7
2017-01-31_23:19:30;3;7;7
2017-01-31_23:20:19;3;7;7
2017-01-31_23:23:35;3;7;7
2017-01-31_23:24:48;3;7;7
2017-01-31_23:30:09;3;7;7
2017-01-31_23:30:57;3;7;7
2017-01-31_23:31:13;3;7;7
2017-01-31_23:33:03;3;7;7
2017-01-31_23:38:07;3;7;7
2017-01-31_23:39:08;3;7;7
