2017-01-31_19:40:36;1;0;0
2017-01-31_19:40:52;1;0;0
2017-01-31_19:41:00;1;0;0
2017-01-31_19:41:08;1;0;0
2017-01-31_19:41:57;1;0;0
2017-01-31_19:42:45;1;1;0
2017-01-31_19:43:02;1;1;0
2017-01-31_19:43:12;1;1;0
2017-01-31_19:43:25;1;1;0
2017-01-31_19:43:37;1;1;0
2017-01-31_19:43:45;1;1;0
2017-01-31_19:43:55;1;1;0
2017-01-31_19:44:05;1;2;0
2017-01-31_19:44:06;1;2;0
2017-01-31_19:44:14;1;2;0
2017-01-31_19:44:15;1;2;0
2017-01-31_19:44:25;1;2;0
2017-01-31_19:44:33;1;2;0
2017-01-31_19:44:49;1;2;0
2017-01-31_19:44:59;1;2;0
2017-01-31_19:45:09;1;2;0
2017-01-31_19:45:27;2;2;0
2017-01-31_19:45:35;2;2;0
2017-01-31_19:45:44;2;2;0
2017-01-31_19:46:37;2;2;0
2017-01-31_19:47:26;2;2;0
2017-01-31_19:47:49;2;2;0
2017-01-31_19:47:59;2;2;0
2017-01-31_19:48:20;2;2;0
2017-01-31_19:48:33;2;2;0
2017-01-31_19:48:45;2;2;0
2017-01-31_19:48:54;3;2;0
2017-01-31_19:49:15;3;2;0
2017-01-31_19:49:20;3;2;0
2017-01-31_19:50:41;3;2;0
2017-01-31_19:50:42;3;2;0
2017-01-31_19:50:56;3;2;0
2017-01-31_19:51:08;3;2;0
2017-01-31_19:51:27;3;2;0
2017-01-31_19:51:51;3;2;0
2017-01-31_19:52:11;3;2;0
2017-01-31_19:52:21;3;3;0
2017-01-31_19:52:32;3;3;0
2017-01-31_19:53:28;3;3;0
2017-01-31_19:54:24;3;3;0
2017-01-31_19:55:19;3;3;0
2017-01-31_19:55:57;3;3;0
2017-01-31_19:56:25;3;3;0
2017-01-31_19:57:23;3;3;0
2017-01-31_19:57:38;3;3;0
2017-01-31_19:57:58;4;3;0
2017-01-31_19:58:13;4;3;0
2017-01-31_19:59:11;4;3;0
2017-01-31_19:59:29;4;3;0
2017-01-31_19:59:59;4;3;0
2017-01-31_20:01:26;4;3;0
2017-01-31_20:01:47;4;3;0
2017-01-31_20:01:51;4;4;0
2017-01-31_20:03:45;4;4;0
2017-01-31_20:04:06;4;4;0
2017-01-31_20:04:15;4;4;0
2017-01-31_20:04:54;4;4;0
2017-01-31_20:06:15;4;4;0
2017-01-31_20:06:16;4;4;0
2017-01-31_20:07:44;4;4;0
2017-01-31_20:08:15;4;4;0
2017-01-31_20:08:29;4;4;0
2017-01-31_20:09:59;4;4;0
2017-01-31_20:10:18;4;4;0
2017-01-31_20:10:52;4;4;0
2017-01-31_20:12:02;4;4;0
2017-01-31_20:12:18;4;4;0
2017-01-31_20:15:40;4;4;0
2017-01-31_20:15:41;4;4;0
2017-01-31_20:16:40;4;4;0
2017-01-31_20:20:08;4;4;0
2017-01-31_20:20:31;5;4;0
2017-01-31_20:22:53;5;4;0
2017-01-31_20:24:05;5;4;0
2017-01-31_20:24:42;5;4;0
2017-01-31_20:25:17;5;4;0
2017-01-31_20:27:58;5;4;0
2017-01-31_20:29:04;5;4;0
2017-01-31_20:30:04;6;4;0
2017-01-31_20:32:45;6;4;0
2017-01-31_20:33:46;6;4;0
2017-01-31_20:34:58;6;4;0
2017-01-31_20:36:55;6;4;0
2017-01-31_20:42:00;6;4;0
2017-01-31_20:44:31;6;5;0
2017-01-31_20:44:59;6;5;0
2017-01-31_20:45:00;6;5;0
2017-01-31_20:48:50;6;5;0
2017-01-31_20:49:30;6;5;0
2017-01-31_20:50:45;6;5;1
2017-01-31_20:51:28;6;5;1
2017-01-31_20:53:18;6;5;1
2017-01-31_20:56:42;6;5;1
2017-01-31_20:59:32;6;5;1
2017-01-31_21:01:04;6;5;1
2017-01-31_21:03:23;6;6;1
2017-01-31_21:03:25;6;6;1
2017-01-31_21:07:24;6;6;1
2017-01-31_21:08:05;6;6;1
2017-01-31_21:09:50;6;6;1
2017-01-31_21:10:41;6;6;1
2017-01-31_21:13:04;6;6;1
2017-01-31_21:13:13;6;6;1
2017-01-31_21:15:44;7;6;1
2017-01-31_21:21:34;7;6;1
2017-01-31_21:22:43;7;6;1
2017-01-31_21:23:45;7;6;1
2017-01-31_21:26:10;7;6;1
2017-01-31_21:27:16;7;6;1
2017-01-31_21:30:45;7;6;1
2017-01-31_21:33:09;7;6;1
2017-01-31_21:36:33;7;6;1
2017-01-31_21:39:35;7;6;1
2017-01-31_21:43:43;7;6;1
2017-01-31_21:45:58;7;6;1
2017-01-31_21:46:40;7;6;1
2017-01-31_21:47:17;7;6;1
2017-01-31_21:49:54;7;6;1
2017-01-31_21:52:22;7;6;1
2017-01-31_21:55:38;7;6;1
2017-01-31_21:57:47;7;6;1
2017-01-31_21:59:52;7;6;1
2017-01-31_22:02:08;7;6;1
2017-01-31_22:05:22;7;6;1
2017-01-31_22:12:19;7;6;1
2017-01-31_22:12:40;7;6;1
2017-01-31_22:13:29;7;6;1
2017-01-31_22:15:15;7;6;1
2017-01-31_22:15:40;7;6;1
2017-01-31_22:19:26;7;6;1
2017-01-31_22:22:30;7;6;1
2017-01-31_22:26:56;7;6;1
2017-01-31_22:30:37;7;6;1
2017-01-31_22:31:42;7;6;1
2017-01-31_22:32:56;7;6;1
2017-01-31_22:42:10;7;6;2
2017-01-31_22:43:29;7;6;2
2017-01-31_22:48:19;7;6;2
2017-01-31_22:50:19;7;6;2
2017-01-31_22:52:58;7;6;2
2017-01-31_22:54:12;7;6;2
2017-01-31_22:54:52;7;6;2
2017-01-31_22:55:22;7;6;2
2017-01-31_23:01:25;7;6;2
2017-01-31_23:02:26;7;6;3
2017-01-31_23:03:50;7;6;3
2017-01-31_23:07:01;7;6;3
2017-01-31_23:11:18;7;6;3
2017-01-31_23:12:09;7;6;3
2017-01-31_23:19:30;7;6;3
2017-01-31_23:20:19;7;6;3
2017-01-31_23:23:35;7;6;3
2017-01-31_23:24:48;7;6;3
2017-01-31_23:30:09;7;6;3
2017-01-31_23:30:57;7;6;3
2017-01-31_23:31:13;8;6;3
2017-01-31_23:33:03;8;6;3
2017-01-31_23:38:07;8;6;3
2017-01-31_23:39:08;8;6;3
2017-01-31_23:42:36;8;6;3
2017-01-31_23:43:33;8;6;3
2017-01-31_23:46:28;8;6;4
2017-01-31_23:51:28;8;6;4
2017-01-31_23:57:00;8;6;4
2017-02-01_00:05:27;8;6;4
2017-02-01_00:10:59;8;6;4
2017-02-01_00:11:46;8;6;4
2017-02-01_00:13:50;8;6;4
2017-02-01_00:15:41;8;6;4
2017-02-01_00:15:54;8;6;4
2017-02-01_00:20:11;8;7;4
2017-02-01_00:23:47;8;7;4
2017-02-01_00:25:14;8;7;4
2017-02-01_00:30:57;8;7;4
2017-02-01_00:34:57;8;7;4
2017-02-01_00:39:05;8;7;4
2017-02-01_00:40:10;8;7;4
2017-02-01_00:45:55;8;7;4
2017-02-01_00:46:30;8;7;4
2017-02-01_00:46:39;8;7;4
2017-02-01_00:50:10;8;7;4
