SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 4 0 0
2 8 0 0
3 12 0 0
4 18 0 0
5 24 0 0
6 30 0 0
7 35 0 0
8 40 0 0
9 44 0 1
10 44 0 4
11 50 0 4
12 52 0 7
13 55 0 8
14 56 1 10
15 57 1 12
16 63 1 12
17 63 1 15
18 65 2 16
19 66 2 17
20 69 2 19
21 70 2 22
22 69 2 25
23 71 2 27
24 68 2 31
25 68 2 32
26 69 2 34
27 67 2 38
28 67 2 39
29 68 2 42
30 68 2 42
