PLAYER DIVISION SCORE FAIRNESS ACCEPTS REJECT
-------
playerVirtual14 3 1.99 1 2 0
playerVirtual16 3 0 1 1 0
playerVirtual7 3 0 1 1 0
playerVirtual3 3 -1 1 0 1
playerVirtual0 3 1.99 1 1 0
playerVirtual5 3 1.99 1 1 0
playerVirtual6 3 -1 1 0 1
playerVirtual1 3 0 1 1 0
playerVirtual8 3 1.99 1 1 0
playerVirtual11 3 1.33 1 1 0
playerVirtual15 3 0 1 1 0
playerVirtual17 3 0 1 1 0
playerVirtual9 3 1.33 1 1 0
playerVirtual10 3 1.33 1 1 0
playerVirtual12 3 1.33 1 1 0
playerVirtual13 3 0 1 1 0
playerVirtual2 3 0 1 1 0
playerVirtual4 3 0 1 1 0
-------
playerVirtual14 3 3.32 1 3 0
playerVirtual16 3 1.33 1 3 0
playerVirtual7 3 2.66 1 3 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 3 0
playerVirtual5 3 3.98 1 3 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 1.33 1 3 0
playerVirtual8 3 1.99 1 3 0
playerVirtual11 3 2.66 1 2 0
playerVirtual15 3 0 1 2 0
playerVirtual17 3 1.33 1 2 0
playerVirtual9 3 3.32 1 2 0
playerVirtual10 3 2.66 1 2 0
playerVirtual12 3 1.33 1 2 0
playerVirtual13 3 1.33 1 2 0
playerVirtual2 3 1.99 1 2 0
playerVirtual4 3 0 1 2 0
-------
playerVirtual14 3 3.32 1 3 0
playerVirtual16 3 1.33 1 3 0
playerVirtual7 3 2.66 1 3 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 3 0
playerVirtual5 3 3.98 1 3 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 1.33 1 3 0
playerVirtual8 3 1.99 1 3 0
playerVirtual11 3 2.66 1 3 0
playerVirtual15 3 1.33 1 3 0
playerVirtual17 3 1.33 1 3 0
playerVirtual9 3 3.32 1 3 0
playerVirtual10 3 2.66 1 3 0
playerVirtual12 3 1.33 1 3 0
playerVirtual13 3 1.33 1 3 0
playerVirtual2 3 3.32 1 3 0
playerVirtual4 3 1.33 1 3 0
-------
playerVirtual14 2 4.65 0.75 4 0
playerVirtual16 3 3.32 1 4 0
playerVirtual7 3 3.99 1 4 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 4 0
playerVirtual5 2 5.31 1 4 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 0.33 1 3 1
playerVirtual8 3 1.99 1 4 0
playerVirtual11 3 3.99 1 4 0
playerVirtual15 3 1.33 0.75 4 0
playerVirtual17 3 1.33 1 4 0
playerVirtual9 3 3.32 1 4 0
playerVirtual10 3 3.99 1 4 0
playerVirtual12 3 1.33 1 4 0
playerVirtual13 3 1.33 1 3 0
playerVirtual2 3 3.32 1 3 0
playerVirtual4 3 1.33 1 3 0
-------
playerVirtual14 2 5.98 0.75 5 0
playerVirtual16 3 2.32 1 4 1
playerVirtual7 3 3.99 1 5 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 4 0
playerVirtual5 2 5.31 1 4 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 0.33 1 4 1
playerVirtual8 3 1.99 1 4 0
playerVirtual11 3 3.99 1 4 0
playerVirtual15 3 1.33 0.75 4 0
playerVirtual17 3 0.33 1 4 0
playerVirtual9 3 3.32 1 4 0
playerVirtual10 3 3.99 1 4 0
playerVirtual12 3 1.33 1 4 0
playerVirtual13 3 1.33 1 4 0
playerVirtual2 3 3.32 1 4 0
playerVirtual4 3 2.66 1 4 0
-------
playerVirtual14 2 5.98 0.75 5 0
playerVirtual16 3 2.32 1 4 1
playerVirtual7 3 3.99 1 5 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 5 0
playerVirtual5 2 5.31 1 4 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 0.33 1 4 1
playerVirtual8 3 1.99 1 5 0
playerVirtual11 2 5.32 1 5 0
playerVirtual15 3 2.66 0.8 5 0
playerVirtual17 3 1.66 1 5 0
playerVirtual9 3 2.32 1 4 1
playerVirtual10 3 3.99 1 4 0
playerVirtual12 3 1.33 1 4 0
playerVirtual13 3 1.33 1 4 0
playerVirtual2 3 3.32 1 4 0
playerVirtual4 3 2.66 1 4 0
-------
playerVirtual14 2 5.98 0.8 5 0
playerVirtual16 3 2.32 1 4 1
playerVirtual7 3 3.99 1 5 0
playerVirtual3 4 -3 1 0 3
playerVirtual0 3 3.98 1 5 0
playerVirtual5 2 6.64 1 5 0
playerVirtual6 4 -3 1 0 3
playerVirtual1 3 0.33 1 4 1
playerVirtual8 3 1.99 1 5 0
