SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 4 0 0
2 8 0 0
3 12 0 0
4 18 0 0
5 24 0 0
6 30 0 0
7 35 0 0
8 39 0 0
9 44 0 1
10 45 0 4
11 50 0 4
12 53 0 6
13 54 0 8
14 56 0 10
15 56 0 12
16 61 0 13
17 65 0 13
18 66 0 16
19 65 0 19
20 69 0 20
21 71 0 23
22 71 0 25
23 69 0 30
24 68 0 32
25 67 0 34
26 68 0 35
27 67 0 38
28 67 0 40
29 66 0 43
30 68 0 43
