ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-02-21 22:59:14
2	3	6	4	2	0.666667	2018-02-21 23:04:15
3	4	14	8	6	0.571429	2018-02-21 23:09:15
4	6	20	12	8	0.6	2018-02-21 23:14:15
5	7	29	17	12	0.586207	2018-02-21 23:19:15
6	9	36	24	12	0.666667	2018-02-21 23:24:15
7	10	46	30	16	0.652174	2018-02-21 23:29:15
8	11	52	34	18	0.653846	2018-02-21 23:34:15
9	12	60	39	21	0.65	2018-02-21 23:39:15
10	13	65	44	21	0.676923	2018-02-21 23:44:15
11	15	71	46	25	0.647887	2018-02-21 23:49:16
12	16	78	52	26	0.666667	2018-02-21 23:54:16
13	17	83	57	26	0.686747	2018-02-21 23:59:16
14	19	87	59	28	0.678161	2018-02-22 00:04:16
15	20	91	63	28	0.692308	2018-02-22 00:09:16
16	21	92	64	28	0.695652	2018-02-22 00:14:16
17	23	99	71	28	0.717172	2018-02-22 00:19:17
18	24	104	74	30	0.711538	2018-02-22 00:24:17
19	25	108	77	31	0.712963	2018-02-22 00:29:17
20	25	111	78	33	0.702703	2018-02-22 00:34:17
21	25	116	83	33	0.715517	2018-02-22 00:39:17
22	26	121	87	34	0.719008	2018-02-22 00:44:17
23	26	125	88	37	0.704	2018-02-22 00:49:17
24	26	128	90	38	0.703125	2018-02-22 00:54:18
25	26	130	91	39	0.7	2018-02-22 00:59:18
26	26	131	92	39	0.70229	2018-02-22 01:04:18
27	26	134	94	40	0.701493	2018-02-22 01:09:18
28	27	139	95	44	0.683453	2018-02-22 01:14:18
29	27	143	97	46	0.678322	2018-02-22 01:19:18
30	27	146	98	48	0.671233	2018-02-22 01:24:18
31	27	149	100	49	0.671141	2018-02-22 01:29:19
