ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
148 192.168.0.200 playerVirtual10_4246147567 playerVirtual10 192.168.0.200 playerVirtual15 playerVirtual15_2af2f40a24 3 2 4096 40 2018-02-13 02:17:29 2018-02-13 02:37:09
149 192.168.0.200 playerVirtual15_4246147567 playerVirtual15 192.168.0.200 playerVirtual6 playerVirtual6_95de6cb081 3 2 4096 40 2018-02-13 02:18:28 2018-02-13 03:01:11
150 192.168.0.200 playerVirtual7_4246147567 playerVirtual7 192.168.0.200 playerVirtual10 playerVirtual10_7b89a0c51e 3 2 4096 40 2018-02-13 02:21:43 2018-02-13 03:13:52
151 192.168.0.200 playerVirtual18_4820318661 playerVirtual18 192.168.0.200 playerVirtual12 playerVirtual12_9023a3ccbb 1 2 4096 40 2018-02-13 02:22:15 NULL
152 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual9 playerVirtual9_42244d007b 3 2 4096 40 2018-02-13 02:26:08 2018-02-13 03:19:54
153 192.168.0.200 playerVirtual12_4246147567 playerVirtual12 192.168.0.200 playerVirtual14 playerVirtual14_2cedf4dec2 3 2 4096 40 2018-02-13 02:26:11 2018-02-13 03:31:20
154 192.168.0.200 playerVirtual14_990694203 playerVirtual14 192.168.0.200 playerVirtual13 playerVirtual13_bf70b86f0c 3 1 2048 20 2018-02-13 02:27:49 2018-02-13 03:36:09
155 192.168.0.200 playerVirtual11_16917741 playerVirtual11 192.168.0.200 playerVirtual19 playerVirtual19_f579cfa8d8 1 1 512 1 2018-02-13 02:29:13 NULL
156 192.168.0.200 playerVirtual6_4246147567 playerVirtual6 192.168.0.200 playerVirtual16 playerVirtual16_c211d0220d 3 2 4096 40 2018-02-13 02:29:46 2018-02-13 02:40:20
157 192.168.0.200 playerVirtual13_2148750930 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_8eaae220fe 1 1 2048 20 2018-02-13 02:30:03 NULL
158 192.168.0.200 playerVirtual19_4246147567 playerVirtual19 192.168.0.200 playerVirtual8 playerVirtual8_4c5c16f925 3 2 4096 40 2018-02-13 02:30:43 2018-02-13 03:34:56
159 192.168.0.200 playerVirtual8_6370662053 playerVirtual8 192.168.0.200 playerVirtual7 playerVirtual7_6a4608fa4f 1 1 512 1 2018-02-13 02:32:22 NULL
160 192.168.0.200 playerVirtual18_794070039 playerVirtual18 192.168.0.200 playerVirtual17 playerVirtual17_8544935f83 1 1 512 1 2018-02-13 02:32:53 NULL
161 192.168.0.200 playerVirtual13_539194189 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_13835c4384 1 1 2048 20 2018-02-13 02:42:07 NULL
162 192.168.0.200 playerVirtual17_4246147567 playerVirtual17 192.168.0.200 playerVirtual18 playerVirtual18_4908494513 3 2 4096 40 2018-02-13 02:45:04 2018-02-13 03:14:43
163 192.168.0.200 playerVirtual11_4246147567 playerVirtual11 192.168.0.200 playerVirtual13 playerVirtual13_3fa9a4a8e0 3 2 4096 40 2018-02-13 02:49:21 2018-02-13 03:08:55
164 192.168.0.200 playerVirtual15_4246147567 playerVirtual15 192.168.0.200 playerVirtual6 playerVirtual6_69ff16e8ae 3 2 4096 40 2018-02-13 02:56:56 2018-02-13 03:01:11
165 192.168.0.200 playerVirtual10_5297461910 playerVirtual10 192.168.0.200 playerVirtual15 playerVirtual15_85e0d00302 1 1 512 1 2018-02-13 02:57:12 NULL
166 192.168.0.200 playerVirtual7_4246147567 playerVirtual7 192.168.0.200 playerVirtual10 playerVirtual10_42a0ccd9b3 3 2 4096 40 2018-02-13 03:00:50 2018-02-13 03:13:52
167 192.168.0.200 playerVirtual18_4246147567 playerVirtual18 192.168.0.200 playerVirtual12 playerVirtual12_cafa6f8fb7 3 2 4096 40 2018-02-13 03:03:11 2018-02-13 03:12:48
168 192.168.0.200 playerVirtual16_4246147567 playerVirtual16 192.168.0.200 playerVirtual9 playerVirtual9_56a1e0b20a 3 2 4096 40 2018-02-13 03:05:55 2018-02-13 03:19:54
169 192.168.0.200 playerVirtual12_4246147567 playerVirtual12 192.168.0.200 playerVirtual14 playerVirtual14_6d70d78a04 3 2 4096 40 2018-02-13 03:07:32 2018-02-13 03:31:20
170 192.168.0.200 playerVirtual9_4246147567 playerVirtual9 192.168.0.200 playerVirtual19 playerVirtual19_2d96d8361d 2 2 4096 40 2018-02-13 03:09:07 2018-02-13 03:26:50
171 192.168.0.200 playerVirtual6_990694203 playerVirtual6 192.168.0.200 playerVirtual16 playerVirtual16_c09a8dba08 3 1 2048 20 2018-02-13 03:09:37 2018-02-13 03:21:11
172 192.168.0.200 playerVirtual14_990694203 playerVirtual14 192.168.0.200 playerVirtual8 playerVirtual8_059dbdc6ef 3 1 2048 20 2018-02-13 03:10:41 2018-02-13 03:36:09
173 192.168.0.200 playerVirtual19_4246147567 playerVirtual19 192.168.0.200 playerVirtual7 playerVirtual7_b94cd2405e 3 2 4096 40 2018-02-13 03:12:29 2018-02-13 03:34:56
174 192.168.0.200 playerVirtual13_4246147567 playerVirtual13 192.168.0.200 playerVirtual11 playerVirtual11_534037e6fb 3 2 4096 40 2018-02-13 03:12:30 2018-02-13 03:23:40
175 192.168.0.200 playerVirtual17_6391270721 playerVirtual17 192.168.0.200 playerVirtual18 playerVirtual18_be958b0fc7 1 1 512 1 2018-02-13 03:27:53 NULL
176 192.168.0.200 playerVirtual8_4246147567 playerVirtual8 192.168.0.200 playerVirtual17 playerVirtual17_1f0e67d3de 1 2 4096 40 2018-02-13 03:30:33 NULL
177 192.168.0.200 playerVirtual11_359920779 playerVirtual11 192.168.0.200 playerVirtual13 playerVirtual13_e6e11ac54b 1 1 512 1 2018-02-13 03:31:29 NULL
