SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 10 0 0
4 13 0 0
5 17 0 0
6 23 0 0
7 28 0 0
8 33 0 0
9 37 0 0
10 40 0 2
11 45 0 3
12 49 0 3
13 51 0 5
14 51 0 8
15 55 0 9
16 54 0 11
17 54 0 14
18 58 0 14
19 59 0 17
20 57 0 20
21 56 0 24
22 56 0 25
23 59 0 25
24 63 0 27
25 61 0 31
26 59 0 34
27 60 0 36
28 61 0 37
29 60 0 38
30 63 0 42
