ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
61 192.168.0.200 playerVirtual2_16914091 playerVirtual2 192.168.0.200 playerVirtual1173 playerVirtual2_16914091 0 1 1 2048 20 2018-02-21 20:39:26 2018-02-21 20:39:26
62 192.168.0.200 playerVirtual4_182859403 playerVirtual4 192.168.0.200 playerVirtual1173 playerVirtual4_182859403 0 1 1 512 1 2018-02-21 20:39:51 2018-02-21 20:39:51
63 192.168.0.200 playerVirtual8_6641406 playerVirtual8 192.168.0.200 playerVirtual1173 playerVirtual8_6641406 0 1 1 2048 20 2018-02-21 20:42:36 2018-02-21 20:42:36
64 192.168.0.200 playerVirtual4_6285257156 playerVirtual4 192.168.0.200 playerVirtual1173 playerVirtual4_6285257156 0 1 1 512 1 2018-02-21 20:45:04 2018-02-21 20:45:04
65 192.168.0.200 playerVirtual8_6955737 playerVirtual8 192.168.0.200 playerVirtual2 playerVirtual8_6955737 0 0 1 2048 20 2018-02-21 20:50:05 2018-02-21 20:50:05
66 192.168.0.200 playerVirtual2_1438244924 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual2_1438244924 0 0 1 2048 20 2018-02-21 20:51:04 2018-02-21 20:51:04
67 192.168.0.200 playerVirtual4_3338579772 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual4_3338579772 0 0 1 2048 20 2018-02-21 20:51:31 2018-02-21 20:51:31
68 192.168.0.200 playerVirtual8_2381571381 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual8_2381571381 0 0 1 2048 20 2018-02-21 20:55:22 2018-02-21 20:55:22
69 192.168.0.200 playerVirtual2_2378747961 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual2_2378747961 0 0 1 512 1 2018-02-21 20:56:47 2018-02-21 20:56:47
70 192.168.0.200 playerVirtual4_6289355687 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual4_6289355687 0 0 1 512 1 2018-02-21 20:58:27 2018-02-21 20:58:27
71 192.168.0.200 playerVirtual4_1436344784 playerVirtual4 192.168.0.200 playerVirtual1705 playerVirtual4_1436344784 0 1 1 2048 20 2018-02-21 21:05:18 2018-02-21 21:05:18
72 192.168.0.200 playerVirtual8_794070039 playerVirtual8 192.168.0.200 playerVirtual1705 playerVirtual8_794070039 0 1 1 512 1 2018-02-21 21:08:18 2018-02-21 21:08:18
73 192.168.0.200 playerVirtual4_990694203 playerVirtual4 192.168.0.200 playerVirtual1705 playerVirtual4_990694203 0 1 1 2048 20 2018-02-21 21:13:01 2018-02-21 21:13:01
74 192.168.0.200 playerVirtual8_182859403 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual8_182859403 0 0 1 512 1 2018-02-21 21:24:29 2018-02-21 21:24:29
75 192.168.0.200 playerVirtual4_6301942525 playerVirtual4 192.168.0.200 playerVirtual1864 playerVirtual4_6301942525 0 1 1 512 1 2018-02-21 21:36:11 2018-02-21 21:36:11
76 192.168.0.200 playerVirtual2_990694203 playerVirtual2 192.168.0.200 playerVirtual1864 playerVirtual2_990694203 0 1 1 2048 20 2018-02-21 21:37:36 2018-02-21 21:37:36
