SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 4 0 0
3 8 0 0
4 11 0 0
5 13 0 0
6 15 0 0
7 18 0 0
8 22 0 0
9 23 0 0
10 25 0 0
11 27 0 0
12 27 0 0
13 26 0 1
14 26 0 2
15 27 0 2
16 26 0 3
17 27 0 3
18 27 0 3
19 27 0 3
20 27 0 3
21 27 0 3
22 27 0 3
23 27 0 3
24 27 0 3
25 27 0 3
26 27 0 3
27 26 0 4
28 26 0 4
29 26 0 4
30 26 0 4
