SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 14 0 0
5 18 0 0
6 24 0 0
7 29 0 0
8 34 0 0
9 39 0 0
10 39 0 4
11 46 0 4
12 50 0 4
13 50 0 6
14 50 0 9
15 54 0 9
16 55 0 11
17 58 0 13
18 57 0 15
19 57 0 20
20 56 0 21
21 57 0 23
22 58 0 27
23 58 0 28
24 61 0 31
25 61 0 33
26 62 0 34
27 58 0 39
28 58 0 41
29 58 0 42
30 61 0 45
