SAMPLE SI
1
2 0.000
3 0.667
4 0.750
5 0.800
6 0.833
7 0.833
8 0.714
9 0.857
10 0.857
11 0.857
12 0.857
13 0.857
14 0.750
15 0.875
16 0.875
17 0.875
18 0.875
19 0.875
20 0.778
21 0.889
22 0.889
23 0.889
24 0.889
25 0.889
26 0.800
27 0.800
28 0.900
29 0.900
30 0.818
