SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 4 0 0
3 8 0 0
4 11 0 0
5 13 0 0
6 15 0 0
7 18 0 0
8 21 0 0
9 25 0 0
10 28 0 0
11 32 0 0
12 34 0 0
13 34 0 2
14 33 0 3
15 35 0 4
16 35 0 4
17 35 0 4
18 35 0 4
19 35 0 4
20 35 0 5
21 35 0 5
22 34 0 6
23 33 0 7
24 33 0 7
25 34 0 7
26 33 0 8
27 33 0 8
28 33 0 9
29 33 0 9
30 33 0 10
