ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-02-21 07:34:22
2	2	4	2	2	0.5	2018-02-21 07:39:22
3	2	8	4	4	0.5	2018-02-21 07:44:22
4	4	12	7	5	0.583333	2018-02-21 07:49:22
5	4	18	11	7	0.611111	2018-02-21 07:54:22
6	5	20	13	7	0.65	2018-02-21 07:59:22
7	5	23	15	8	0.652174	2018-02-21 08:04:23
8	6	28	18	10	0.642857	2018-02-21 08:09:23
9	6	33	21	12	0.636364	2018-02-21 08:14:23
10	8	38	25	13	0.657895	2018-02-21 08:19:23
11	8	44	28	16	0.636364	2018-02-21 08:24:23
12	9	49	32	17	0.653061	2018-02-21 08:29:23
13	9	52	34	18	0.653846	2018-02-21 08:34:23
14	10	55	35	20	0.636364	2018-02-21 08:39:23
15	10	56	35	21	0.625	2018-02-21 08:44:23
16	10	60	38	22	0.633333	2018-02-21 08:49:23
17	10	63	38	25	0.603175	2018-02-21 08:54:24
18	10	64	38	26	0.59375	2018-02-21 08:59:24
19	11	67	38	29	0.567164	2018-02-21 09:04:24
20	11	70	38	32	0.542857	2018-02-21 09:09:24
21	11	72	38	34	0.527778	2018-02-21 09:14:24
22	11	74	39	35	0.527027	2018-02-21 09:19:24
23	11	75	39	36	0.52	2018-02-21 09:24:24
24	12	76	39	37	0.513158	2018-02-21 09:29:24
25	12	76	39	37	0.513158	2018-02-21 09:34:24
26	12	78	40	38	0.512821	2018-02-21 09:39:25
27	13	78	40	38	0.512821	2018-02-21 09:44:25
28	13	79	40	39	0.506329	2018-02-21 09:49:25
29	13	79	40	39	0.506329	2018-02-21 09:54:25
30	13	80	41	39	0.5125	2018-02-21 09:59:25
31	14	83	42	41	0.506024	2018-02-21 10:04:25
