ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
70 192.168.0.200 playerVirtual4_2378747961 playerVirtual4 192.168.0.200 playerVirtual1055 playerVirtual4_2378747961 0 1 1 512 1 2018-02-21 09:09:10 2018-02-21 09:09:10
71 192.168.0.200 playerVirtual8_6289355687 playerVirtual8 192.168.0.200 playerVirtual1055 playerVirtual8_6289355687 0 1 1 512 1 2018-02-21 09:12:48 2018-02-21 09:12:48
72 192.168.0.200 playerVirtual10_1438244924 playerVirtual10 192.168.0.200 playerVirtual1055 playerVirtual10_1438244924 0 1 1 2048 20 2018-02-21 09:14:10 2018-02-21 09:14:10
73 192.168.0.200 playerVirtual4_6289704471 playerVirtual4 192.168.0.200 playerVirtual10 playerVirtual10_31eb2528c1 3 1 1 512 1 2018-02-21 09:14:27 2018-02-21 09:52:32
74 192.168.0.200 playerVirtual8_794070039 playerVirtual8 192.168.0.200 playerVirtual1055 playerVirtual8_794070039 0 1 1 512 1 2018-02-21 09:19:23 2018-02-21 09:19:23
75 192.168.0.200 playerVirtual10_990694203 playerVirtual10 192.168.0.200 playerVirtual8 playerVirtual10_990694203 0 0 1 2048 20 2018-02-21 09:20:21 2018-02-21 09:20:21
76 192.168.0.200 playerVirtual2_6296268057 playerVirtual2 192.168.0.200 playerVirtual1220 playerVirtual2_6296268057 0 1 1 512 1 2018-02-21 09:26:51 2018-02-21 09:26:51
77 192.168.0.200 playerVirtual10_182859403 playerVirtual10 192.168.0.200 playerVirtual8 playerVirtual8_bebd92f50c 3 1 1 512 1 2018-02-21 09:35:31 2018-02-21 09:43:54
78 192.168.0.200 playerVirtual8_990694203 playerVirtual8 192.168.0.200 playerVirtual2 playerVirtual8_990694203 0 0 1 2048 20 2018-02-21 09:36:22 2018-02-21 09:36:22
79 192.168.0.200 playerVirtual2_6301942525 playerVirtual2 192.168.0.200 playerVirtual1026 playerVirtual2_6301942525 0 1 1 512 1 2018-02-21 09:45:11 2018-02-21 09:45:11
80 192.168.0.200 playerVirtual10_6289704471 playerVirtual10 192.168.0.200 playerVirtual8 playerVirtual8_88fc97ddc1 1 1 1 2048 20 2018-02-21 09:54:36 NULL
81 192.168.0.200 playerVirtual4_1095593 playerVirtual4 192.168.0.200 playerVirtual10 playerVirtual10_1291bdde5c 1 1 1 512 1 2018-02-21 10:00:57 NULL
82 192.168.0.200 playerVirtual10_182859403 playerVirtual10 192.168.0.200 playerVirtual1875 playerVirtual10_182859403 0 1 1 512 1 2018-02-21 10:03:46 2018-02-21 10:03:46
83 192.168.0.200 playerVirtual8_6274355716 playerVirtual8 192.168.0.200 playerVirtual1875 playerVirtual8_6274355716 0 1 1 512 1 2018-02-21 10:04:24 2018-02-21 10:04:24
