ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
1 192.168.0.200 playerVirtual2_450512000 playerVirtual2 192.168.0.200 playerVirtual0 playerVirtual2_450512000 0 1 1 2048 20 2018-02-21 07:36:51 2018-02-21 07:36:51
2 192.168.0.200 playerVirtual0_1438244924 playerVirtual0 192.168.0.200 playerVirtual2 playerVirtual2_fe0589e9ab 1 1 1 2048 20 2018-02-21 07:36:53 NULL
3 192.168.0.200 playerVirtual2_640692267 playerVirtual2 192.168.0.200 playerVirtual0 playerVirtual2_640692267 0 1 1 512 1 2018-02-21 07:38:57 2018-02-21 07:38:57
4 192.168.0.200 playerVirtual0_2381571381 playerVirtual0 192.168.0.200 playerVirtual2 playerVirtual2_de297d60c5 1 1 1 2048 20 2018-02-21 07:38:58 NULL
5 192.168.0.200 playerVirtual2_5297461910 playerVirtual2 192.168.0.200 playerVirtual0 playerVirtual2_5297461910 0 1 1 512 1 2018-02-21 07:41:00 2018-02-21 07:41:00
6 192.168.0.200 playerVirtual0_2790332778 playerVirtual0 192.168.0.200 playerVirtual2 playerVirtual2_277c21b07d 1 1 2 4096 40 2018-02-21 07:41:05 NULL
7 192.168.0.200 playerVirtual2_369721705 playerVirtual2 192.168.0.200 playerVirtual0 playerVirtual2_369721705 0 1 2 4096 40 2018-02-21 07:43:10 2018-02-21 07:43:10
8 192.168.0.200 playerVirtual0_317469422 playerVirtual0 192.168.0.200 playerVirtual2 playerVirtual2_3679e621e7 1 1 2 4096 40 2018-02-21 07:43:11 NULL
9 192.168.0.200 playerVirtual4_3584940347 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual2_d2fdaf1682 1 1 1 512 1 2018-02-21 07:46:56 NULL
10 192.168.0.200 playerVirtual2_2433236783 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_a633a1ad9d 1 1 1 2048 20 2018-02-21 07:47:23 NULL
11 192.168.0.200 playerVirtual1959_3338579772 playerVirtual1959 192.168.0.200 playerVirtual2 playerVirtual2_3659aff952 1 1 1 2048 20 2018-02-21 07:48:39 NULL
12 192.168.0.200 playerVirtual4_257407216 playerVirtual4 192.168.0.200 playerVirtual1959 playerVirtual4_257407216 0 1 2 4096 40 2018-02-21 07:48:58 2018-02-21 07:48:58
13 192.168.0.200 playerVirtual2_182859403 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_c87d475888 3 1 1 512 1 2018-02-21 07:49:35 2018-02-21 08:35:53
14 192.168.0.200 playerVirtual1959_2359368952 playerVirtual1959 192.168.0.200 playerVirtual4 playerVirtual4_945c9e8a7e 1 1 1 512 1 2018-02-21 07:50:49 NULL
15 192.168.0.200 playerVirtual4_16917741 playerVirtual4 192.168.0.200 playerVirtual1959 playerVirtual4_16917741 0 1 1 512 1 2018-02-21 07:51:25 2018-02-21 07:51:25
16 192.168.0.200 playerVirtual2_2545640208 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_d4c33e2f7e 1 1 1 2048 20 2018-02-21 07:52:01 NULL
17 192.168.0.200 playerVirtual1959_908315 playerVirtual1959 192.168.0.200 playerVirtual4 playerVirtual4_8d6f31e60e 1 1 1 2048 20 2018-02-21 07:53:17 NULL
18 192.168.0.200 playerVirtual4_539194189 playerVirtual4 192.168.0.200 playerVirtual1959 playerVirtual4_539194189 0 1 1 2048 20 2018-02-21 07:53:44 2018-02-21 07:53:44
19 192.168.0.200 playerVirtual2_4820204870 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_e94d34d9ab 3 1 2 4096 40 2018-02-21 07:55:02 2018-02-21 08:39:47
20 192.168.0.200 playerVirtual2_3338010893 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_cb74d04dae 1 1 1 512 1 2018-02-21 07:58:20 NULL
21 192.168.0.200 playerVirtual4_82730999 playerVirtual4 192.168.0.200 playerVirtual1127 playerVirtual4_82730999 0 1 1 512 1 2018-02-21 08:00:07 2018-02-21 08:00:07
22 192.168.0.200 playerVirtual2_6571218 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_cff4054d16 1 1 1 2048 20 2018-02-21 08:01:27 NULL
23 192.168.0.200 playerVirtual4_778566023 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual2_c8d7790eef 1 1 1 512 1 2018-02-21 08:04:09 NULL
24 192.168.0.200 playerVirtual2_1436344784 playerVirtual2 192.168.0.200 playerVirtual1127 playerVirtual2_1436344784 0 1 1 2048 20 2018-02-21 08:04:50 2018-02-21 08:04:50
25 192.168.0.200 playerVirtual4_317497342 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_1805ac4a5a 1 1 1 512 1 2018-02-21 08:06:40 NULL
26 192.168.0.200 playerVirtual2_904011 playerVirtual2 192.168.0.200 playerVirtual4 playerVirtual4_549765f7dd 3 1 1 2048 20 2018-02-21 08:08:00 2018-02-21 10:04:17
27 192.168.0.200 playerVirtual1127_359920779 playerVirtual1127 192.168.0.200 playerVirtual8 playerVirtual8_a6b8ed3e58 1 1 1 512 1 2018-02-21 08:09:12 NULL
28 192.168.0.200 playerVirtual8_284794223 playerVirtual8 192.168.0.200 playerVirtual1127 playerVirtual8_284794223 0 1 1 2048 20 2018-02-21 08:09:17 2018-02-21 08:09:17
29 192.168.0.200 playerVirtual4_2904109077 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual2_021da61436 1 1 1 512 1 2018-02-21 08:10:43 NULL
30 192.168.0.200 playerVirtual8_1093460 playerVirtual8 192.168.0.200 playerVirtual1127 playerVirtual8_1093460 0 1 1 512 1 2018-02-21 08:11:19 2018-02-21 08:11:19
31 192.168.0.200 playerVirtual1127_905614 playerVirtual1127 192.168.0.200 playerVirtual8 playerVirtual8_e336a72140 1 1 1 2048 20 2018-02-21 08:11:21 NULL
32 192.168.0.200 playerVirtual2_257338074 playerVirtual2 192.168.0.200 playerVirtual1127 playerVirtual2_257338074 0 1 2 4096 40 2018-02-21 08:11:24 2018-02-21 08:11:24
33 192.168.0.200 playerVirtual4_6569547 playerVirtual4 192.168.0.200 playerVirtual2 playerVirtual2_69800999b7 1 1 1 2048 20 2018-02-21 08:13:15 NULL
34 192.168.0.200 playerVirtual2_5792765 playerVirtual2 192.168.0.200 playerVirtual8 playerVirtual8_eca2b38675 1 1 1 512 1 2018-02-21 08:14:41 NULL
35 192.168.0.200 playerVirtual8_470485660 playerVirtual8 192.168.0.200 playerVirtual10 playerVirtual10_71a7d435c8 1 1 2 4096 40 2018-02-21 08:15:54 NULL
36 192.168.0.200 playerVirtual4_38671842 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_6be6fd8ac7 1 1 1 512 1 2018-02-21 08:17:31 NULL
37 192.168.0.200 playerVirtual2_400453824 playerVirtual2 192.168.0.200 playerVirtual1371 playerVirtual2_400453824 0 1 1 512 1 2018-02-21 08:18:12 2018-02-21 08:18:12
38 192.168.0.200 playerVirtual8_4819935267 playerVirtual8 192.168.0.200 playerVirtual10 playerVirtual10_3f635419ff 1 1 2 4096 40 2018-02-21 08:18:16 NULL
39 192.168.0.200 playerVirtual10_4820318661 playerVirtual10 192.168.0.200 playerVirtual1371 playerVirtual10_4820318661 0 1 2 4096 40 2018-02-21 08:19:41 2018-02-21 08:19:41
40 192.168.0.200 playerVirtual4_6264344062 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_aaacb931de 3 1 1 512 1 2018-02-21 08:20:15 2018-02-21 09:22:55
41 192.168.0.200 playerVirtual2_2378747961 playerVirtual2 192.168.0.200 playerVirtual10 playerVirtual10_8fb4de1ec3 3 1 1 512 1 2018-02-21 08:21:51 2018-02-21 09:12:58
42 192.168.0.200 playerVirtual1371_4820217293 playerVirtual1371 192.168.0.200 playerVirtual10 playerVirtual10_f87d61605c 1 1 2 4096 40 2018-02-21 08:21:58 NULL
43 192.168.0.200 playerVirtual8_5068098508 playerVirtual8 192.168.0.200 playerVirtual1371 playerVirtual8_5068098508 0 1 1 2048 20 2018-02-21 08:23:07 2018-02-21 08:23:07
44 192.168.0.200 playerVirtual10_227443932 playerVirtual10 192.168.0.200 playerVirtual1371 playerVirtual10_227443932 0 1 1 2048 20 2018-02-21 08:23:13 2018-02-21 08:23:13
45 192.168.0.200 playerVirtual4_1095593 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_9f013c1b39 3 1 1 512 1 2018-02-21 08:25:59 2018-02-21 09:27:36
46 192.168.0.200 playerVirtual2_2148750930 playerVirtual2 192.168.0.200 playerVirtual10 playerVirtual10_197a132833 1 1 1 2048 20 2018-02-21 08:26:44 NULL
47 192.168.0.200 playerVirtual8_765651 playerVirtual8 192.168.0.200 playerVirtual10 playerVirtual10_fda98b9d89 1 1 1 2048 20 2018-02-21 08:26:55 NULL
48 192.168.0.200 playerVirtual10_16915963 playerVirtual10 192.168.0.200 playerVirtual1577 playerVirtual10_16915963 0 1 1 2048 20 2018-02-21 08:28:23 2018-02-21 08:28:23
49 192.168.0.200 playerVirtual4_5623125514 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual8_ade6e9ae61 1 1 1 2048 20 2018-02-21 08:29:01 NULL
50 192.168.0.200 playerVirtual2_272887063 playerVirtual2 192.168.0.200 playerVirtual10 playerVirtual10_a5af350b84 3 1 1 2048 20 2018-02-21 08:30:39 2018-02-21 08:44:53
51 192.168.0.200 playerVirtual8_6274355716 playerVirtual8 192.168.0.200 playerVirtual1577 playerVirtual8_6274355716 0 1 1 512 1 2018-02-21 08:31:58 2018-02-21 08:31:58
52 192.168.0.200 playerVirtual10_38676294 playerVirtual10 192.168.0.200 playerVirtual8 playerVirtual8_7d8ac773a1 1 1 1 512 1 2018-02-21 08:32:05 NULL
53 192.168.0.200 playerVirtual4_182859403 playerVirtual4 192.168.0.200 playerVirtual10 playerVirtual10_87914bca6f 3 1 1 512 1 2018-02-21 08:35:54 2018-02-21 08:39:10
54 192.168.0.200 playerVirtual8_4820204870 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual4_c8ac94ae6c 1 1 2 4096 40 2018-02-21 08:37:04 NULL
55 192.168.0.200 playerVirtual10_990694203 playerVirtual10 192.168.0.200 playerVirtual2 playerVirtual10_990694203 0 0 1 2048 20 2018-02-21 08:38:49 2018-02-21 08:38:49
56 192.168.0.200 playerVirtual8_6280638724 playerVirtual8 192.168.0.200 playerVirtual1163 playerVirtual8_6280638724 0 1 1 512 1 2018-02-21 08:42:42 2018-02-21 08:42:42
57 192.168.0.200 playerVirtual4_6280643141 playerVirtual4 192.168.0.200 playerVirtual10 playerVirtual10_f8ae25f0fa 1 1 1 512 1 2018-02-21 08:45:37 NULL
58 192.168.0.200 playerVirtual8_6282149131 playerVirtual8 192.168.0.200 playerVirtual4 playerVirtual4_d77c2e85b5 1 1 1 512 1 2018-02-21 08:48:06 NULL
59 192.168.0.200 playerVirtual10_272887063 playerVirtual10 192.168.0.200 playerVirtual1163 playerVirtual10_272887063 0 1 1 2048 20 2018-02-21 08:48:50 2018-02-21 08:48:50
60 192.168.0.200 playerVirtual2_2359368952 playerVirtual2 192.168.0.200 playerVirtual10 playerVirtual10_17f5dd4215 1 1 1 512 1 2018-02-21 08:48:50 NULL
61 192.168.0.200 playerVirtual4_1436323714 playerVirtual4 192.168.0.200 playerVirtual1163 playerVirtual4_1436323714 0 1 1 2048 20 2018-02-21 08:49:25 2018-02-21 08:49:25
62 192.168.0.200 playerVirtual10_1094955 playerVirtual10 192.168.0.200 playerVirtual1163 playerVirtual10_1094955 0 1 1 512 1 2018-02-21 08:52:59 2018-02-21 08:52:59
63 192.168.0.200 playerVirtual8_214880781 playerVirtual8 192.168.0.200 playerVirtual1163 playerVirtual8_214880781 0 1 1 2048 20 2018-02-21 08:54:08 2018-02-21 08:54:08
64 192.168.0.200 playerVirtual4_182859403 playerVirtual4 192.168.0.200 playerVirtual8 playerVirtual4_182859403 0 0 1 512 1 2018-02-21 08:57:20 2018-02-21 08:57:20
65 192.168.0.200 playerVirtual8_6955737 playerVirtual8 192.168.0.200 playerVirtual2 playerVirtual8_6955737 0 0 1 2048 20 2018-02-21 09:00:25 2018-02-21 09:00:25
66 192.168.0.200 playerVirtual10_6285257156 playerVirtual10 192.168.0.200 playerVirtual4 playerVirtual10_6285257156 0 0 1 512 1 2018-02-21 09:00:42 2018-02-21 09:00:42
67 192.168.0.200 playerVirtual4_6955737 playerVirtual4 192.168.0.200 playerVirtual10 playerVirtual4_6955737 0 0 1 2048 20 2018-02-21 09:00:56 2018-02-21 09:00:56
68 192.168.0.200 playerVirtual10_2381571381 playerVirtual10 192.168.0.200 playerVirtual1055 playerVirtual10_2381571381 0 1 1 2048 20 2018-02-21 09:05:47 2018-02-21 09:05:47
69 192.168.0.200 playerVirtual2_3338579772 playerVirtual2 192.168.0.200 playerVirtual1055 playerVirtual2_3338579772 0 1 1 2048 20 2018-02-21 09:07:02 2018-02-21 09:07:02
