SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 4 0 0
3 8 0 0
4 12 0 0
5 17 0 0
6 22 0 0
7 27 0 0
8 32 0 0
9 37 0 0
10 42 0 0
11 44 0 2
12 48 1 3
13 55 1 3
14 57 1 4
15 57 1 6
16 58 1 8
17 59 1 10
18 59 2 13
19 60 2 14
20 58 2 17
21 61 2 18
22 64 2 19
23 66 2 20
24 66 2 22
25 67 2 24
26 65 2 27
27 65 2 29
28 64 2 31
29 64 2 32
30 64 2 33
