ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-02-21 04:40:22
2	2	4	2	2	0.5	2018-02-21 04:45:22
3	2	8	4	4	0.5	2018-02-21 04:50:22
4	4	12	7	5	0.583333	2018-02-21 04:55:22
5	4	18	11	7	0.611111	2018-02-21 05:00:22
6	6	22	15	7	0.681818	2018-02-21 05:05:23
7	6	27	18	9	0.666667	2018-02-21 05:10:23
8	7	35	23	12	0.657143	2018-02-21 05:15:23
9	7	41	27	14	0.658537	2018-02-21 05:20:23
10	9	45	31	14	0.688889	2018-02-21 05:25:23
11	9	54	36	18	0.666667	2018-02-21 05:30:23
12	9	58	39	19	0.672414	2018-02-21 05:35:23
13	9	62	41	21	0.66129	2018-02-21 05:40:23
14	10	63	40	23	0.634921	2018-02-21 05:45:24
15	10	68	44	24	0.647059	2018-02-21 05:50:24
16	10	71	45	26	0.633803	2018-02-21 05:55:24
17	10	74	45	29	0.608108	2018-02-21 06:00:24
18	10	77	45	32	0.584416	2018-02-21 06:05:24
19	12	79	46	33	0.582278	2018-02-21 06:10:24
20	12	81	47	34	0.580247	2018-02-21 06:15:24
21	12	83	48	35	0.578313	2018-02-21 06:20:24
22	12	85	50	35	0.588235	2018-02-21 06:25:25
23	12	86	50	36	0.581395	2018-02-21 06:30:25
24	13	90	52	38	0.577778	2018-02-21 06:35:25
25	13	90	52	38	0.577778	2018-02-21 06:40:25
26	13	92	54	38	0.586957	2018-02-21 06:45:25
27	14	93	55	38	0.591398	2018-02-21 06:50:25
28	14	95	55	40	0.578947	2018-02-21 06:55:25
29	14	96	55	41	0.572917	2018-02-21 07:00:25
30	14	99	57	42	0.575758	2018-02-21 07:05:26
31	14	100	57	43	0.57	2018-02-21 07:10:26
