SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 14 0 0
5 18 0 0
6 25 0 0
7 30 0 0
8 35 0 0
9 39 0 0
10 40 0 3
11 47 0 3
12 51 0 3
13 52 0 5
14 52 0 8
15 56 0 8
16 58 0 9
17 61 0 11
18 60 0 13
19 60 0 18
20 59 0 20
21 59 0 22
22 60 0 26
23 60 0 27
24 62 0 30
25 63 0 32
26 64 0 33
27 58 0 40
28 59 0 42
29 59 0 43
30 61 0 46
