ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-02-28 23:18:18
2	2	4	3	1	0.75	2018-02-28 23:23:18
3	3	10	8	2	0.8	2018-02-28 23:28:18
4	5	16	11	5	0.6875	2018-02-28 23:33:18
5	6	22	14	8	0.636364	2018-02-28 23:38:18
6	8	27	18	9	0.666667	2018-02-28 23:43:18
7	9	35	25	10	0.714286	2018-02-28 23:48:19
8	10	40	30	10	0.75	2018-02-28 23:53:19
9	12	46	35	11	0.76087	2018-02-28 23:58:19
10	13	52	39	13	0.75	2018-03-01 00:03:19
11	15	58	43	15	0.741379	2018-03-01 00:08:19
12	16	65	49	16	0.753846	2018-03-01 00:13:19
13	18	70	53	17	0.757143	2018-03-01 00:18:19
14	19	74	56	18	0.756757	2018-03-01 00:23:20
15	20	77	58	19	0.753247	2018-03-01 00:28:20
16	22	82	63	19	0.768293	2018-03-01 00:33:20
17	23	84	64	20	0.761905	2018-03-01 00:38:20
18	24	88	68	20	0.772727	2018-03-01 00:43:20
19	25	92	72	20	0.782609	2018-03-01 00:48:20
20	25	97	76	21	0.783505	2018-03-01 00:53:20
21	26	99	77	22	0.777778	2018-03-01 00:58:20
22	26	103	81	22	0.786408	2018-03-01 01:03:20
23	26	105	82	23	0.780952	2018-03-01 01:08:21
24	26	108	84	24	0.777778	2018-03-01 01:13:21
25	26	114	90	24	0.789474	2018-03-01 01:18:21
26	27	117	89	28	0.760684	2018-03-01 01:23:21
27	27	118	90	28	0.762712	2018-03-01 01:28:21
28	27	121	90	31	0.743802	2018-03-01 01:33:21
29	27	124	93	31	0.75	2018-03-01 01:38:21
30	27	124	94	30	0.758065	2018-03-01 01:43:21
31	28	131	101	30	0.770992	2018-03-01 01:48:22
