SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 6 0 0
3 10 0 0
4 15 0 0
5 20 0 0
6 29 0 0
7 35 0 0
8 38 0 1
9 43 0 1
10 47 0 1
11 48 0 4
12 55 0 4
13 57 0 6
14 57 0 9
15 58 0 11
16 59 0 13
17 60 1 14
18 60 1 18
19 61 1 20
20 62 1 22
21 64 1 25
22 66 1 26
23 65 2 29
24 65 2 30
25 67 2 30
26 66 2 34
27 65 2 36
28 64 3 38
29 63 3 39
30 66 3 39
