ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-02-20 05:03:56
2	2	4	2	2	0.5	2018-02-20 05:08:56
3	3	10	6	4	0.6	2018-02-20 05:13:56
4	5	17	10	7	0.588235	2018-02-20 05:18:56
5	6	23	15	8	0.652174	2018-02-20 05:23:56
6	8	29	20	9	0.689655	2018-02-20 05:28:57
7	8	40	29	11	0.725	2018-02-20 05:33:57
8	10	46	35	11	0.76087	2018-02-20 05:38:57
9	11	51	38	13	0.745098	2018-02-20 05:43:57
10	12	59	43	16	0.728814	2018-02-20 05:48:57
11	13	66	48	18	0.727273	2018-02-20 05:53:57
12	15	71	50	21	0.704225	2018-02-20 05:58:57
13	16	78	56	22	0.717949	2018-02-20 06:03:58
14	18	83	60	23	0.722892	2018-02-20 06:08:58
15	19	87	63	24	0.724138	2018-02-20 06:13:58
16	20	89	66	23	0.741573	2018-02-20 06:18:58
17	20	94	69	25	0.734043	2018-02-20 06:23:58
18	22	98	72	26	0.734694	2018-02-20 06:28:58
19	23	102	75	27	0.735294	2018-02-20 06:33:58
20	23	105	77	28	0.733333	2018-02-20 06:38:58
21	23	108	79	29	0.731481	2018-02-20 06:43:59
22	23	113	83	30	0.734513	2018-02-20 06:48:59
23	24	117	85	32	0.726496	2018-02-20 06:53:59
24	24	120	88	32	0.733333	2018-02-20 06:58:59
25	24	122	89	33	0.729508	2018-02-20 07:03:59
26	24	125	91	34	0.728	2018-02-20 07:08:59
27	24	128	94	34	0.734375	2018-02-20 07:13:59
28	25	131	95	36	0.725191	2018-02-20 07:19:00
29	25	133	97	36	0.729323	2018-02-20 07:24:00
30	25	134	97	37	0.723881	2018-02-20 07:29:00
31	25	137	100	37	0.729927	2018-02-20 07:34:00
