PLAYER DIVISION SCORE FAIRNESS ACCEPTS REJECT
-------
playerVirtual1 3 1.33 1 2 0
playerVirtual2 3 3.32 1 3 0
playerVirtual0 3 0 1 1 0
-------
playerVirtual1 3 1.33 1 4 0
playerVirtual2 2 7.3 1 5 0
playerVirtual0 3 1.99 1 3 0
playerVirtual3 3 3.32 1 2 0
-------
playerVirtual1 2 4.65 1 6 0
playerVirtual2 2 7.3 1 5 0
playerVirtual0 3 3.32 1 5 0
playerVirtual3 2 4.65 1 4 0
playerVirtual4 3 0 1 2 0
-------
playerVirtual1 2 4.65 1 7 0
playerVirtual2 2 8.63 1 7 0
playerVirtual0 2 4.65 1 7 0
playerVirtual3 2 5.98 1 6 0
playerVirtual4 3 0 1 3 0
-------
playerVirtual1 2 5.98 1 9 0
playerVirtual2 1 9.96 1 8 0
playerVirtual0 2 5.98 1 8 0
playerVirtual3 2 7.97 1 7 0
playerVirtual4 3 0 0.75 5 0
-------
playerVirtual1 2 7.31 1 10 0
playerVirtual2 1 9.96 1 8 0
playerVirtual0 2 7.97 1 9 0
playerVirtual3 1 9.3 1 8 0
playerVirtual4 3 2.66 0.5 6 0
-------
playerVirtual1 1 9.3 1 11 0
playerVirtual2 1 11.29 1 9 0
playerVirtual0 1 9.96 1 10 0
playerVirtual3 1 11.29 1 9 0
playerVirtual4 3 2.66 0.428571428571429 7 0
-------
playerVirtual1 1 9.3 1 12 0
playerVirtual2 1 11.29 1 10 0
playerVirtual0 1 11.29 1 11 0
playerVirtual3 1 11.29 1 10 0
playerVirtual4 3 2.66 0.375 8 0
-------
playerVirtual1 1 9.3 1 13 0
playerVirtual2 1 11.29 1 10 0
playerVirtual0 1 11.29 1 12 0
playerVirtual3 1 12.62 1 11 0
playerVirtual4 3 2.66 0.333333333333333 8 0
-------
playerVirtual1 1 9.3 1 13 0
playerVirtual2 1 12.62 1 11 0
playerVirtual0 1 11.29 1 12 0
playerVirtual3 1 12.62 1 11 0
playerVirtual4 3 3.99 0.3 9 0
-------
playerVirtual1 1 10.63 1 14 0
playerVirtual2 1 12.62 1 11 0
playerVirtual0 1 11.29 1 13 0
playerVirtual3 1 12.62 1 12 0
playerVirtual4 3 3.99 0.272727272727273 9 0
-------
playerVirtual1 1 10.63 1 14 0
playerVirtual2 1 12.62 1 12 0
playerVirtual0 1 11.29 1 13 0
playerVirtual3 1 12.62 1 12 0
playerVirtual4 3 3.99 0.25 9 0
-------
playerVirtual1 1 10.63 1 15 0
playerVirtual2 1 12.62 1 12 0
playerVirtual0 1 11.29 1 14 0
playerVirtual3 1 13.95 1 13 0
playerVirtual4 2 5.32 0.230769230769231 10 0
-------
playerVirtual1 1 10.63 1 15 0
playerVirtual2 1 13.95 1 13 0
playerVirtual0 1 11.29 1 15 0
playerVirtual3 1 13.95 1 13 0
playerVirtual4 2 5.32 0.230769230769231 11 0
playerVirtual5 3 1.33 0 1 0
-------
playerVirtual1 1 10.63 1 16 0
playerVirtual2 1 13.95 1 13 0
playerVirtual0 1 11.29 1 15 0
playerVirtual3 1 13.95 1 14 0
playerVirtual4 2 5.32 0.285714285714286 11 0
playerVirtual5 3 2.66 0 2 0
-------
playerVirtual1 1 10.63 1 16 0
playerVirtual2 1 13.95 1 13 0
playerVirtual0 1 11.29 1 15 0
playerVirtual3 1 13.95 1 14 0
playerVirtual4 2 5.32 0.333333333333333 11 0
playerVirtual5 3 2.66 0 3 0
-------
playerVirtual1 1 10.63 1 16 0
playerVirtual2 1 13.95 1 14 0
playerVirtual0 1 11.29 1 15 0
playerVirtual3 1 15.28 1 15 0
playerVirtual4 2 6.65 0.333333333333333 12 0
playerVirtual5 3 2.66 0 3 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 13.95 1 14 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 15.28 1 15 0
playerVirtual4 2 6.65 0.333333333333333 12 0
playerVirtual5 3 2.66 0 3 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 13.95 1 14 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 15.28 1 15 0
playerVirtual4 2 6.65 0.333333333333333 13 0
playerVirtual5 3 3.99 0 4 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 13.95 1 14 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 15.28 1 15 0
playerVirtual4 2 6.65 0.375 13 0
playerVirtual5 2 5.32 0 5 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 15.28 1 15 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 15.28 1 15 0
playerVirtual4 2 6.65 0.375 13 0
playerVirtual5 2 5.32 0 5 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 15.28 1 15 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 13.28 1 16 0
playerVirtual4 2 6.65 0.375 14 0
playerVirtual5 2 5.32 0.25 5 0
playerVirtual6 3 0 0 0 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 15.28 1 15 0
playerVirtual0 1 12.62 1 16 0
playerVirtual3 1 13.28 1 16 0
playerVirtual4 2 7.98 0.375 15 0
playerVirtual5 2 5.32 0.4 5 0
playerVirtual6 3 1.33 0 1 0
-------
playerVirtual1 1 10.63 1 17 0
playerVirtual2 1 15.28 1 15 0
playerVirtual0 1 13.95 1 17 0
playerVirtual3 1 13.28 1 16 0
playerVirtual4 2 7.98 0.411764705882353 15 0
playerVirtual5 2 6.65 0.4 6 0
playerVirtual6 3 1.33 0 1 0
-------
