ORIGIN STATUS TIMESTAMP_RECEIVED TIMESTAMP_FINISHED
playerVirtual16 0 2018-02-12 11:56:42 2018-02-12 11:56:42
playerVirtual16 0 2018-02-12 12:00:42 2018-02-12 12:00:42
