SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 2 0 0
2 4 0 0
3 8 0 0
4 12 0 0
5 18 0 0
6 22 0 0
7 30 0 0
8 34 0 0
9 39 0 0
10 42 0 0
11 42 0 3
12 43 0 5
13 48 0 6
14 52 0 6
15 51 0 8
16 55 0 10
17 55 0 12
18 57 0 13
19 56 0 15
20 57 0 16
21 57 0 18
22 62 0 18
23 61 0 19
24 62 0 21
25 61 0 23
26 62 0 25
27 64 0 26
28 61 0 29
29 61 0 31
30 61 0 32
