0 0
1 1
1 2
0.8 3
0.666667 4
0.666667 5
0.571429 6
0.625 7
0.625 8
0.625 9
0.625 10
0.625 11
0.555556 12
0.555556 13
0.555556 14
0.555556 15
0.555556 16
0.555556 17
0.555556 18
0.555556 19
0.666667 20
0.666667 21
0.666667 22
0.6 23
0.6 24
0.6 25
0.6 26
0.6 27
0.6 28
0.6 29
0.545455 30
0.545455 31
0.545455 32
0.545455 33
0.545455 34
0.545455 35
0.545455 36
0.545455 37
0.545455 38
0.5 39
0.5 40
0.5 41
0.5 42
0.5 43
0.5 44
0.5 45
0.5 46
0.5 47
0.461538 48
0.461538 49
0.461538 50
0.461538 51
0.461538 52
0.461538 53
0.461538 54
0.461538 55
0.461538 56
0.461538 57
0.461538 58
0.461538 59
0.461538 60
0.461538 61
0.461538 62
0.461538 63
0.461538 64
0.461538 65
0.461538 66
0.461538 67
0.461538 68
0.461538 69
0.461538 70
0.461538 71
0.461538 72
0.461538 73
0.461538 74
0.461538 75
0.461538 76
0.461538 77
0.461538 78
0.461538 79
0.461538 80
0.461538 81
0.461538 82
0.461538 83
0.461538 84
0.461538 85
0.461538 86
0.461538 87
0.461538 88
0.461538 89
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
0.461538 90
