2017-01-31_19:40:02; 1
2017-01-31_19:41:15; 2
2017-01-31_19:44:24; 3
2017-01-31_19:45:49; 4
2017-01-31_19:49:20; 5
2017-01-31_19:52:27; 6
2017-01-31_19:55:28; 7
2017-01-31_20:00:29; 8
2017-01-31_20:05:15; 9
2017-01-31_20:11:18; 10
2017-01-31_20:16:33; 11
2017-01-31_20:26:17; 12
2017-01-31_20:31:32; 13
2017-01-31_20:41:03; 14
2017-01-31_20:51:27; 15
2017-01-31_21:02:04; 16
2017-01-31_21:12:28; 17
2017-01-31_21:24:45; 18
2017-01-31_21:36:32; 19
2017-01-31_21:47:50; 20
2017-01-31_22:03:08; 21
2017-01-31_22:15:15; 22
2017-01-31_22:29:33; 23
2017-01-31_22:42:21; 24
2017-01-31_22:56:47; 25
2017-01-31_23:11:18; 26
2017-01-31_23:25:44; 27
2017-01-31_23:42:36; 28
2017-01-31_23:57:02; 29
2017-02-01_00:15:41; 30
2017-02-01_00:30:07; 31
2017-02-01_00:49:38; 32
2017-02-01_01:05:43; 33
2017-02-01_01:25:13; 34
2017-02-01_01:43:03; 35
2017-02-01_02:02:33; 36
2017-02-01_02:22:24; 37
2017-02-01_02:41:54; 38
2017-02-01_03:02:13; 39
2017-02-01_03:23:15; 40
2017-02-01_03:43:35; 41
2017-02-01_04:06:24; 42
2017-02-01_04:26:43; 43
2017-02-01_04:50:58; 44
2017-02-01_05:11:18; 45
2017-02-01_05:38:16; 46
2017-02-01_05:59:20; 47
2017-02-01_06:25:18; 48
2017-02-01_06:48:48; 49
2017-02-01_07:15:26; 50
2017-02-01_07:37:55; 51
2017-02-01_08:09:58; 52
2017-02-01_08:32:27; 53
2017-02-01_09:09:49; 54
2017-02-01_09:33:44; 55
2017-02-01_10:10:05; 56
2017-02-01_10:35:04; 57
2017-02-01_11:11:25; 58
2017-02-01_11:37:59; 59
2017-02-01_12:14:20; 60
2017-02-01_12:42:00; 61
2017-02-01_13:19:50; 62
2017-02-01_13:47:30; 63
2017-02-01_14:27:56; 64
