2017-01-31_19:39:44; 1
2017-01-31_19:40:52; 2
2017-01-31_19:44:01; 3
2017-01-31_19:45:24; 4
2017-01-31_19:48:49; 5
2017-01-31_19:51:56; 6
2017-01-31_19:56:57; 7
2017-01-31_20:00:58; 8
2017-01-31_20:07:16; 9
2017-01-31_20:10:17; 10
2017-01-31_20:15:54; 11
2017-01-31_20:25:04; 12
2017-01-31_20:34:46; 13
2017-01-31_20:46:59; 14
2017-01-31_20:55:40; 15
2017-01-31_21:07:23; 16
2017-01-31_21:16:05; 17
2017-01-31_21:28:23; 18
2017-01-31_21:39:35; 19
2017-01-31_21:51:53; 20
2017-01-31_22:05:22; 21
2017-01-31_22:17:40; 22
2017-01-31_22:32:56; 23
2017-01-31_22:45:14; 24
2017-01-31_23:01:25; 25
2017-01-31_23:13:43; 26
2017-01-31_23:32:13; 27
2017-01-31_23:46:27; 28
2017-02-01_00:03:58; 29
2017-02-01_00:21:11; 30
2017-02-01_00:40:05; 31
2017-02-01_00:56:19; 32
2017-02-01_01:14:47; 33
2017-02-01_01:34:11; 34
2017-02-01_01:53:19; 35
2017-02-01_02:11:43; 36
2017-02-01_02:33:07; 37
2017-02-01_02:51:31; 38
2017-02-01_03:14:51; 39
2017-02-01_03:35:27; 40
2017-02-01_03:58:19; 41
2017-02-01_04:17:55; 42
2017-02-01_04:41:14; 43
2017-02-01_05:01:20; 44
2017-02-01_05:25:25; 45
2017-02-01_05:45:40; 46
2017-02-01_06:12:31; 47
2017-02-01_06:32:46; 48
2017-02-01_07:00:59; 49
2017-02-01_07:22:19; 50
2017-02-01_07:50:31; 51
2017-02-01_08:15:07; 52
2017-02-01_08:47:39; 53
2017-02-01_09:15:38; 54
2017-02-01_09:50:32; 55
2017-02-01_10:18:42; 56
2017-02-01_10:53:12; 57
2017-02-01_11:20:22; 58
2017-02-01_11:56:16; 59
2017-02-01_12:24:51; 60
2017-02-01_13:00:46; 61
2017-02-01_13:31:50; 62
2017-02-01_14:09:36; 63
2017-02-01_14:40:32; 64
