2017-01-31_19:40:12; 1
2017-01-31_19:41:25; 2
2017-01-31_19:44:36; 3
2017-01-31_19:45:59; 4
2017-01-31_19:49:33; 5
2017-01-31_19:51:10; 6
2017-01-31_19:55:23; 7
2017-01-31_20:00:11; 8
2017-01-31_20:05:06; 9
2017-01-31_20:10:58; 10
2017-01-31_20:17:40; 11
2017-01-31_20:22:32; 12
2017-01-31_20:29:30; 13
2017-01-31_20:35:40; 14
2017-01-31_20:49:49; 15
2017-01-31_20:56:00; 16
2017-01-31_21:10:41; 17
2017-01-31_21:16:51; 18
2017-01-31_21:33:09; 19
2017-01-31_21:39:19; 20
2017-01-31_21:57:47; 21
2017-01-31_22:03:57; 22
2017-01-31_22:24:06; 23
2017-01-31_22:32:42; 24
2017-01-31_22:53:58; 25
2017-01-31_23:02:25; 26
2017-01-31_23:22:41; 27
2017-01-31_23:33:03; 28
2017-01-31_23:53:19; 29
2017-02-01_00:05:27; 30
2017-02-01_00:25:43; 31
2017-02-01_00:41:10; 32
2017-02-01_01:02:06; 33
2017-02-01_01:16:32; 34
2017-02-01_01:39:00; 35
2017-02-01_01:53:27; 36
2017-02-01_02:17:26; 37
2017-02-01_02:31:52; 38
2017-02-01_02:58:33; 39
2017-02-01_03:14:00; 40
2017-02-01_03:39:41; 41
2017-02-01_03:56:42; 42
2017-02-01_04:22:23; 43
2017-02-01_04:40:44; 44
2017-02-01_05:06:25; 45
2017-02-01_05:26:31; 46
2017-02-01_05:52:12; 47
2017-02-01_06:14:57; 48
2017-02-01_06:41:11; 49
2017-02-01_07:02:55; 50
2017-02-01_07:34:59; 51
2017-02-01_07:57:18; 52
2017-02-01_08:31:16; 53
2017-02-01_08:54:09; 54
2017-02-01_09:30:51; 55
2017-02-01_09:53:45; 56
2017-02-01_10:32:57; 57
2017-02-01_10:56:43; 58
2017-02-01_11:35:24; 59
2017-02-01_11:59:10; 60
2017-02-01_12:39:43; 61
2017-02-01_13:04:33; 62
2017-02-01_13:45:50; 63
2017-02-01_14:10:40; 64
2017-02-01_14:53:44; 65
