2017-01-31_19:39:53; 1
2017-01-31_19:41:00; 2
2017-01-31_19:44:11; 3
2017-01-31_19:45:33; 4
2017-01-31_19:48:59; 5
2017-01-31_19:52:08; 6
2017-01-31_19:57:24; 7
2017-01-31_19:59:35; 8
2017-01-31_20:05:54; 9
2017-01-31_20:09:22; 10
2017-01-31_20:16:40; 11
2017-01-31_20:25:42; 12
2017-01-31_20:33:46; 13
2017-01-31_20:47:31; 14
2017-01-31_20:57:42; 15
2017-01-31_21:10:50; 16
2017-01-31_21:20:00; 17
2017-01-31_21:33:33; 18
2017-01-31_21:44:43; 19
2017-01-31_21:59:52; 20
2017-01-31_22:10:01; 21
2017-01-31_22:26:56; 22
2017-01-31_22:37:05; 23
2017-01-31_22:55:52; 24
2017-01-31_23:07:01; 25
2017-01-31_23:24:48; 26
2017-01-31_23:38:07; 27
2017-01-31_23:55:54; 28
2017-02-01_00:10:59; 29
2017-02-01_00:28:46; 30
2017-02-01_00:45:54; 31
2017-02-01_01:03:42; 32
2017-02-01_01:22:23; 33
2017-02-01_01:40:10; 34
2017-02-01_01:59:46; 35
2017-02-01_02:19:05; 36
2017-02-01_02:38:41; 37
2017-02-01_02:59:35; 38
2017-02-01_03:19:11; 39
2017-02-01_03:40:43; 40
2017-02-01_04:02:06; 41
2017-02-01_04:23:38; 42
2017-02-01_04:46:19; 43
2017-02-01_05:07:52; 44
2017-02-01_05:32:19; 45
2017-02-01_05:53:51; 46
2017-02-01_06:20:48; 47
2017-02-01_06:44:13; 48
2017-02-01_07:10:42; 49
2017-02-01_07:33:06; 50
2017-02-01_08:05:57; 51
2017-02-01_08:31:02; 52
2017-02-01_09:05:35; 53
2017-02-01_09:32:04; 54
2017-02-01_10:05:37; 55
2017-02-01_10:33:07; 56
2017-02-01_11:06:55; 57
2017-02-01_11:35:31; 58
2017-02-01_12:10:17; 59
2017-02-01_12:38:54; 60
2017-02-01_13:16:43; 61
2017-02-01_13:47:15; 62
2017-02-01_14:24:38; 63
2017-02-01_14:55:24; 64
